text,poiid
早上的学习结束，下午放松，好逗好逗的，好喜欢胡歌歌，因为喜欢高个子刚刚好的男孩纸，胡歌歌还是185完美身高,B2094750D26DA6F5489F
为啥做的时候总是想上厕所而且一上台稿子就全忘了基本都是念下来的最后我讲的北方的暖气被老师批斗了他说北方的暖气开的太热不环保,B2094654DB65A3F9409F
到学校里参加培训才发现自己岁数大了呀  ​​​​,B2094655D26FA5FF469B
九月三号。昨天晚上喝多了。今天忙了一天寝室，自己拆柜子让学校换新的，打扫一天寝室，晚上吃鸡，结果差点出了火灾 😲 差点就被烧了。吓死了。晚安,B2094654DB6AAAFF469F
假装自己是学生，坐在食堂里，走在操场上，可是怎么看都不像。逝去的，很宝贵，也找不回。～～～2018.04.21，不当学生已五年。,B2094655D26DA5FF489D
补几张学校的雪景以及回家路上,B2094752D669A5F9469E
满纸荒唐言 一把心酸泪 都云作者痴 谁解其中味 这是曹当年写红楼梦开篇 是的啊 很多时候能有几个人能正在懂得我们 都说老人喜欢回忆过去 年轻人喜欢憧憬未来 对于我来说 我两样都喜欢蓦然回首 已经在这世上兜兜转转了20年了 依旧还是个小孩性子 遇到不顺心的时候总是喜欢爆几句粗口 发几句牢骚同门听了 对我说别总这样说 刚开始觉得很不爽 我说一说都不行啊 还没收我的言语自由后来他的沉默 让我开始反思 我这样做到底对不对 这到底是不是我的风格请原谅我的无厘吐槽 一个人的风格不是一成不变的小时候喜欢读三国 凡事都教导要有智谋 后来读了水浒 那是个崇尚武力的时代 让我知道另一个世界 但是相对来说我是更喜欢三国教导的隐忍 家里三国被我翻了3，4遍 甚至看了不同版本的 但是人生路上的太多的事告诉我 做人要狠 对人要狠 对自己要更狠 我的伯伯一直教导我 他最讨厌和别人打架的人 一直给我灌输身体发肤受之父母 不敢毁伤 孝之始也.&;&;伯伯于我而言是长辈 不敢逆 但是别人要是找我麻烦 我也是不怂的 其实这个社会太多了外厉内荏 恃强凌弱  希望自己做个强者 慢慢的把事情放在心里 可能有的时候收不住了 就在微博上写写,B2094654DB65A3F9409F
从前就少有操场上晒太阳，如此惬意的生活。现在更是没有。 你快回来，把我的思念带回来。,B2094757D06FA6F94692
@华东师范大学 设计学院时尚专业二年级缝纫工艺课程专题时装片/手机版.  .  .,B2094654D56BA4FA439C
错开饭点订餐送的好快十点多我就要开始我的午饭了研究生期间最烦心的就是日常一问吃什么所以但凡遇到那种饭吃着还不错就会一直订一直订因为思考吃什么实在是太无解了 如果明天中午我还是订的这个那应该都要吃满一周了吧我都有些佩服自己了  ​​​​,B2094655D269ABFC419D
请中德把我的脑子还给我我要带着它回家还给我妈妈图为：瓜琛不在 我和马老师点外卖一拍即合,B2094757D06EAAFD4598
还是学校里的猫好撸,B2094655D26CAAF5489D
抽根烟，喝罐酒，然后可以开始学习了全员计量,B2094654D464A1FA4898
教师不仅要了解和认识学生，学生也要了解和认识教师。过去我们强调教师作为主体去认识作为客体的学生，以便在教学实践中能够根据学生的特点，塑造出易于和学生沟通、理解的内容。然而传统教育的弊端警示我们，教学并不是教师把所理解的内容注入学生的头脑，而是经过学生的自主选择后才接受的。有效的教学内容是师生共创的，因此，为了使双方的对话和沟通能够有效的进行，学生也必须作为主体去认识教师这一客体，也必须了解教师的教师风格，知识背景等。,B2094655D26EA0FC4098
"和马老师下课看看花很开心
去德图学学习很开心
和小姐姐散散步很开心
晚上值值班也很开心
无事一身轻就超开心
(但我还是很想某些 心里多种种树 做个人吧",B2094654DB65A3F9409F
今天有是无比充实的一天，吃了三个包子，解剖了一个老奶奶的小腿，其实一点都不害怕，只是什么组织都找不到…我问同学医生看病看到一半会不会说这个人我做的不顺手不治了。不行的，工作就是要去解决一个又一个问题，强制性的。中午接了一个面试电话，觉得自己英语口语还不够好，问我 ，我说税后1，随便玩玩。晚上要去做家教养活自己。书到用时方恨少。机会留给有准备的人。要多多训练口才，模拟面试。,B2094550DB6CA0FA4498
今日惊闻，潘老师家五年级的女儿学完了四书五经，读史记到夜里十点半。想想自己读书感觉最好的时候是初高中。那时候先天气足，充满想象力，内心琐碎的杂质少。读书能够全身心投入，落实到生命感中。现在，不说也罢！,B2094654DB65A3F9409F
哎，马马虎虎，稀里糊涂，幸亏老师靠谱，,B2094654DB6AAAFF469F
收获大大的，感谢秦老师分享@秦春林,B2094752D46DA5F94499
！毕业典礼+派对紧张筹备中～学院钟庭有王珞丹润笔的星球，还有同学们精心准备的各项彩蛋哈[勾引]@王珞丹转发学弟和老师的图啦！,B2094654DB65A3F9409F
中国近现代史基本问题研究—两级会晤,B2094655D26EA0FC4098
一写作业就想玩，想吃，想睡。,B2094654D56BA4FA439C
学习一下 充充电  ​​​​,B2094655D26CAAF5489D
别人的青春有同桌讲题，和同桌一起度过暧昧的青春，而老子的同桌天天他妈拍我大腿，掐我手，两个人上课打，下课打，最后终于被老师带走了这么一看，已经过去了5，6年了，和胖子打架的日子再也不复返了,B2094655D26EA0FC4098
喜欢你两年了老胡36岁生日快乐🎉感谢你教会我谦虚和温柔,B2094655D26DA5FF489D
今天是新学期第一天，也是教师节，祝所有的老师们节日快乐，感谢求学路上有你们的指引！,B2094655D26FA5FF469B
学校内外这一带啥时候多了这么多鸟了，听鸟叫了一晚上,B2094757D06FA0FE4993
"不同调  
谁还没有个可爱的老师 👨‍🏫",B2094655D26FA5FE4299
"上海戏剧学院校歌，73周年校庆 -22韩文歌词：&;한국어 가사&; 翻译：尹成汉이땅에 다시 빛이 나고 강과 바다는 한없이 넓고 아득하니, 동양의 최대 항구도시에서 연극인 교육을 위한 웅장한 전당이 우뚝 솟아 있노라. 인생 속 드라마, 드라마 속 인생. 인류의 정신은 찬란한 진주와도 같도다. 우리는 영혼이 충만한 젊은 연극 전문가이니라. 땅을 딛고, 침착하고 굳세게, 모두가 한마음이 되어 분발하여 비상하리니. 연극계 선배들의 정신을 받들고 전세계의 우수한 것을 배우며 대지의 부름을 받아 사회에 이바지함을 배우는 이곳. 인생 속 드라마, 드라마 속 인생. 인류의 정신이여, 이곳에서 빛나리, 빛나거라!@上海戏剧学院官方微博",B2094750D26DA6F5489F
人家大学，虽然研究生享受不到，但是能看看也很好啊,B2094450DA6BA1F5419B
朱强教授太赞了，真希望再听到他的课。,B2094654D56DA6F9479F
在学校门遇到占到不转弯的白痴 火气辣辣叫大 怒视之 结果不注意追了前车 还好还好大家连擦破都没有,B2094654D56BA4FA439C
这学期我们学校举办的国际文化节真的很有意思很多美女很多美食😄,B2094655D26EA0FC4098
晚上回来之后和本科亲学妹聊天，聊到了11:30，聊农大的老师朋友小西门的小吃，图书馆的新变化，聊东华的老师介绍东华的上海的有趣的事，感觉有了本科学校的人来到了东华就好像见到了亲人一样激动，毕竟以前农大管院真的没有人来过东华，从我这届开始农大越来越多的人知道了东华，这两届经管院毕业生光荣榜上东华的人也越来越多，就是有种莫名的兴奋，前两天还有15国贸的学妹加我说后天要来东华面试，我为她提供了各种帮助，说实话我也不知道为什么那么热情，可就是想对本科来的学弟学妹们好，刚跟我聊天的这个学妹就在我对面宿舍住，宿舍还是我帮她抢的，选导师又给了她各种建议，前两天来的时候又借饭卡给她还有她妈妈洗澡吃饭，哇，说到这发现原来我那么好呀，上哪去找我那么热心的学姐呀，我咋没有一个那么那么好的学姐呢主要还是因为对农大爱得深沉,B2094751D465A7F94592
也是一所好学校 蛮喜欢,B2094757D06FA7F8429A
元宵节适合团聚，适合回母校看看！老师还是很亲切哒！最后送上一枚汤圆祝大家元宵节快乐！,B2094757D06FA7F84899
交完卷等监考老师核对信息那放空的几分钟是这几个月来最舒服的几分钟了,B2094655D26DA5FF489D
被老师嫌弃没文化,B2094751D465A7F94592
【上海主持研修班】用脑说话、精神服务有效沟通、精准执行灯光应用、古典音乐从方法到理解，从教导到实践在旗袍里感受绢丝的质感与高贵在和平饭店体会现代与古典的结合上海站结束，下一程才刚刚开始……  ​​​​,B2094655D26EA0FC4098
"【鲜活丨第六周学生会及各学院活动】
（含嘉定和四平路校区）",B2094654DB65A3F9409F
人丑就该多读书，因为素颜只能美一时，收敛自恋，多学习,B2094655D26DA5FF489D
不忘这几年老师给予的鼓励，好习惯未曾忘记，传承上进。慎独则心里平静。2018-2020今天英语、语文、计算机，盯着电脑三科结束眼已盲。,B2094654D565A1F84198
非执证人士为期三天的注会培训，碰巧最近空闲下来了亲友找到我帮忙，正好我也想学习,B2094654DB6BA3FF419E
延安西路上的沿街店铺都在换招牌，把旧招牌拆掉后，漏出了很老的“延西理发店”的字样，每次在学校过都会看几眼，很有年代感 有老味道,B2094655D26FA5FE4299
去同济大学水了几场宣讲会 每天都有好多企业开宣讲会 看着学校里的年轻人 好怀念学生时代,B2094757D06FA3FE4993
坐在办公室就不想学习啊。。。,B2094654DB65A3F9409F
恭喜戏精学院的同学们顺利毕业🎓狗子们会变得越来越棒（胖）的,B2094751D465A7F94592
好可爱的同学们呀，嘻嘻嘻。看到我后，手足无措，面部惊愕，眼神扑朔迷离，不打招呼的低着头走过，打招呼的声音怯怯的，打完招呼赶紧低头走过。哈哈哈，我看上去那么不像老师吗？喊我一声老师不会扣分的。真是一群可爱的孩子们。,B2094654D56FA4F8429C
啊… 复旦修好之后… 感觉好棒… 操场草坪都好棒,B2094654DB64A4FC429B
原来的我离开任何（当然除了家）一些地方，很少会有不舍的感觉，也很少会有一种叫做归属感的东西。所以一直以来我都自嘲“没心没肺”，但真的好神奇，在也就刚刚待了不到半年的时间，却比以往的小学、中学、亦或大学校园都更有感情，不管是办公室的老师，室友，班里的同学还是研会的小伙伴等等等等……都让我感觉自己是和他们在一起的。这学期最后一次值班结束了，我不知道下学期还会不会继续做，还能不能遇见像你们一样这么温柔、善解人意的老师，但真的很感恩与你们一起共度的这半年，也很感激你们这半年以来的照顾[心]这些你们可能永远都不会看见，但我真的很感恩[鲜花][鲜花]发个微博纪念一下[照相机][干杯],B2094654DB65A3F9409F
"，看过《何以笙箫默》的都知道，里面有一段何以琛和赵默笙在学校的时光，那个大学就是上海师范大学取景的，由此可见上海师范大学的知名度了。

上海师范大学还是很美的，尤其是它的夜景。而且学校旁边有著名的桂林公园，别致的亭楼，小桥流水。周末的时候 ​  展开全文",B2094655D26EA0FC4098
擅自做一下同济的代言人吧继往开来，我要飞起和毛像同款衣服，同款造型三好坞的景色让人神往同心河的景色让人欢喜同济专属作业本啊,B2094654DB65A3F9409F
学校美好的旧时光,B2094655D26FA5FF469B
@朗播托福贾佶 老师您好，素材积累《提升成绩的建议》，求指教，谢谢您。口语第二次。,B2094757D06BA7FF4693
"学长学姐要毕业了，想着一定要好好珍惜
虽然最近研究让我想逃离",B2094655D26EA0FC4098
"说一个有趣的事情。中午过近邻宝，走得比较快，超过一对儿情侣，感觉有点热打起了伞。只听后面女孩批评男孩👦 ，大致是别人一个人还打伞，你有女朋友都不知道带伞之类。。。呵呵呵呵，招谁惹谁了[笑]路上遇到导师，两个男人撑一把伞穿过茫茫人海，我胆儿也挺肥的。。。。顺手测了一下有,同一个证书号码两个专业[汗]，没有一个相关。倒是一个比一个热门～",B2094654DB65A3F9409F
熬夜改期末作业………叹气…… 明天还要接着去当人肉 ……作业都还没做……周末还要零工赚钱 ( ´∵｀)  加油啊  想买电脑和微单的吴孟依………,B2094655D26FA5FF469B
今天真是元气满满的一天呀（如果没有满课，没有的作业，不用下的话）[二哈][二哈],B2094654DB65A3F9409F
熟悉的那个教室,B2094757D065A1FA4193
我凑你妈能不能找个讲课没有口音的专业课老师啊啊啊,B2094654DB65A3F9409F
颜宁来我们学校，已刷屏,B2094654DA6DABFC409A
却发现已经有人订婚，那个和你在操场边说着要一起走到未来的人；有人出国：清辉柔柔，相思流淌：明月照深院。鸟语呢喃：十指芊芊，良霄寂寂、催泪而下！,B2094654DA69A2FA479C
今天似乎被组里一位法语八年制的同年级同学“教做人”了，不禁怀疑自己真的做了一年实验吗？？？咋看起来还不如人家八月底来的[] 大概这就是高考分数的差异吧[跪了],B2094550DB6CA0FA4498
"考了20多年的试，在研究生生涯的第一堂考试中竟然手抖。
不说了，我要滚去学习，还有四门考试",B2094655D26DA5FF489D
学校加油[作揖],B2094752D46DA5F94499
真正的上海部面审官，帅帅的～休息时还不忘搞怪～还有和一样的老师，！,B2094757D06FA3FE4993
近日，别人家学校的711和饭堂让人羡慕,B2094654D56BA4FA439C
学院开会，坐在最后面睡着了，旁边老师推了推我，“睡就睡了，居然还打呼，只能叫醒你了”，我平时不打呼啊，可能开会太催眠了,B2094655D26FA5FF469B
在图书馆找不到座位，考试周还有一个周，是大家太爱学习了，还是图书馆太小了？,B2094757D06FA5FF4598
@鹿田慧子_ 和大哥散两天心回家好好工作好好学习天天向上喽,B2094751D465A7F94592
好尴尬😓，看错时间表，早到一个小时进了教室一个都不认识以为走错教室了，又出去了，赶紧联系小伙伴，她说你去那么早，我还懵圈怎么早了，然后发现自己看错时间了。这一路赶的满头大汗的,B2094757D66EA7FC499F
学校正门的凉皮好吃到我怕我会上瘾[二哈],B2094654D56BA4FA439C
今天在私立医院结账时看到价目表，不知道为什么，忽然就想到了我导师。作为领悟内大牛，国家二级教授，专家门诊费是38元。导师年过花甲，我特别希望来的患者们都能珍惜他，体谅他。是的，这世界上有些事情，金钱永远无法衡量～,B2094757D068A5F9499D
"实验是越做越晚了，下次就该睡实验室了
只希望能够早日做出漂亮的东西啊",B2094655D26DA5FF489D
几个不小心反复经过曾经的梦想@上海音乐学院 @上海音乐学院国际钢琴艺术中心&#627;上海音乐学院超话,B2094654DB6BA4FD4592
我好难过啊，为什么我这么努力还是只有3.48，为什么我第一个学期没有意识到的重要性，为什么申请奖学金和保研的门框都是3.5，为什么学校连通识课都要用30％类卡我们的，为什么我英语只拿了个……  ​​​​,B2094450DA6BA1F5419B
后排老师问我你们今天没课吗？我理直气壮假装自己是本院学生，说没课……这脸皮……,B2094655D26FA5FF469B
如何把生命的质量和理想放到音乐里去，如何用艺术无限延长到生命中去？我们学习音乐绝不是养家糊口，学音乐最重要的是做一个正直的人，做一个执着的人，做一个善良的人，做一个有梦想的人！做音乐先要感悟他的灵魂，做一个感恩的有格局的人！执着的去追寻中国的世界舞台，做世界的新音乐舞台❤️,B2094654DB6BA4FD4592
4.4/79. 清明节前一天，去给我家张先生过生日，买了“经济适用”的水乳给他，毕竟脸也是重要的！[笑]毕竟身高高不了了。还有好消息是导师今天出国了，坏消息是不满一月就回来，而且留的任务还没写。[允悲]4/8去看了宏观经济政策，表示没看懂[失望]  晚上查了看能不能考，想一想自己考证的经验，总怀疑自己能不能行，自我否定中……4/9张先生打电话说通过了华为的面试，挺替他高兴的。尽管他说这个会比较累，可能是垫底的，但是还是很棒的，毕竟华为也是大公司。中午去交了监考的身份证复印件，顺带交了杨靖的。(她去给小男朋友去苏州玩了)4/10 秀秀今天过生日了，吃了蛋糕。天气这两天很好，心情也好。怎么说呢，今天讲了王老师的风险管理，没想象中的差劲，但也比不过其他同学的顺畅。每天自我纠结中[熊猫],B2094655D26EA0FC4098
越坚持越发现不懂的太多，11-23周五啦，词汇听写坚持了5天，周末来调整，发现的不足赶紧再补补，还要把词汇书上的单词跟语音结合，多复习，为下周听写做准备，为即将到来的考试再加把油💪@昊昊老师曰曰曰 @星火英语四六级,B2094654D56BA4FA439C
毕业随想 快乐篇快乐是瞬间的，不快乐是长期的。所以要珍惜仅有的短暂的快乐时光。1.终于领到了学士服，跟随热烈的夏至日光，到达球类馆参加商学院的毕业典礼，场馆里热热闹闹，合影的合影，谈天的谈天，诉说四年往事。进来的第一眼就见到小陶啦，这是很高兴的事啊2.拨穗环节，许是好运气，排着队，队伍绕了一圈，机缘巧合下，是茆院长为我拨了穗，不喜欢叫院长，更喜欢叫老师。老师好，谢谢老师，不过一面之缘，却该永生铭记。3.今天的阳光特别棒，暖的让人很舒心，不用打光，不用调亮，就有很好看的校园景色。暖绿色的梧桐林荫道，是师大的标志。很不要脸地要小陶给我拍了照，嗯，肥肠不要脸了。毕业随想 悲伤篇不快乐是常态，所以你要忍受孤独。1.很疲惫的一天，赶地铁，奔跑，烈日我想承诺是不能违背的，所以宁愿被人指责，也不要违背诺言，总算是顺利完成任务啦2.领取学士服，3号的最后一个。汗水蒙在身上，不会蒸发，学士服依旧很美丽。3.北京东路的日子/你曾是少年/理想三旬/放心去飞/属于毕业的必点曲目，总让人热泪盈眶。泪点可以很高，无动于衷的冷漠，泪点也可以很低，一句话一个声音足以让人酸了鼻子。一直很羡慕那些可以跟老师走的很近的人，其实到了这个年纪，他们就是我们的朋友，是我们的大哥哥大姐姐啊。嗯，四年里接触最多的就是薛帅了呀，他是最勤勉的辅导员，他是最贴心的大哥哥，他是皮的很的薛十八，感谢薛朋老师！遗憾没能跟他合影，但愿有机会，来日方长。4.遗憾终究是留了一生。没能好好地跟周围的人合影，没有好好地跟师大合影，没能鼓起勇气回一次奉贤校区，再与她相拥。镜头下永远只有小朱一人啦。可以肯定的是，其实没有多少人是喜欢你的。一直以来，都是一个亲情友情爱情淡薄的人，不打扰，依旧是我的原则。到哪里都是格格不入，到哪里都是多余的一个。因此，宁愿躲得远远的，也不愿破坏别人的和谐。5.双证领到了，也该离开了6.我的校园卡余额为零了，这回是真的毕业了。以后还能连上的，还能输入卡号，还能报出学号，还能吃上香樟的大众饭菜，去学人餐厅享受小众美食吗？我还有这个资格吗？没有了。,B2094655D26EA0FC4098
开始垮了，后来不错...原来昨天半夜在学校排练的是朱帧哈.....@,B2094654DB65A3F9409F
全所大停电，电梯停了，水也没了，网也断了，食堂也不卖饭了，但是的但是，实验室有电！！！实验真的是重中之重啊，不能停！,B2094654DA6DA5F94192
学校承诺年底宿舍楼通热水的第二年，我拎着大包小包从公共浴室出来头发没干，看到女同胞的队伍从里面排到外面,B2094655D26DA5FF489D
太喜欢别人家的学校了[二哈],B2094654DB65A3F9409F
毕业30年聚会之《返校篇》一：我们当年住过的宿舍3，上过课的教学楼6，青春的记忆随处可见，人生有几个30年啊！,B2094751D465A7F94592
"每天一杯奶茶
我要上天了
现在每天的任务就是监督大哥学习
逼迫别人学习的体验真的超爽啊！
而我，这辈子都不想学习嘿嘿嘿嘿
（完全遗忘报了这回事）",B2094654DB6AAAFF469F
️️小天使：希望你们在另一个维度没有作业，没有烦恼，快快乐乐！小姐姐们特意派奥特曼去保护你们哟❣️往生净土，一路走好。———来自43个小姐姐们的祝福㊗️,B2094757D068A2FA4993
在学校，一万个想出去，但，起早这一关，怎一个痛字了得，真的不能再每天晚上12.30睡觉了,B2094550DB6CA0FA4698
"最后是陈靓老师对美国本土裔文学创作和批评展望:
1.文学创作中的文本特质构建
2.独立批评体系和理论术语构建",B2094654DB6AAAFF469F
你学校都是妹子@那就当一只羊吧,B2094654D56BA4FA439C
看完101忽然想起舞蹈老师曾经说过的话：“没跳好那就往死里跳，没有那么多人会耐心的等待你，我只想看到最后的结果，不要给自己太多台阶下，不要让我听到任何关于练不好的理由，没练好，那只能说明练的还不够！”努力从来不是靠说的，整天说自己很努力的人，往往是以前都没有努力过的人，真正努力的人是没空停下脚步想一堆冠冕堂皇的理由为自己开脱的，因为他们只会担心时间不够用，来不及呈现完美的结果给大家看。,B209475CD16AA7FA4493
赞美全是树荫的学校,B2094654DB65A3F9409F
交大的学霸都在咖啡馆学习而我们去交大撩小哥哥,B2094655D26FA5FF469B
为什么在实验室呆到这么晚不是因为努力只是白天碌碌无为的羞愧感而已明天搬砖再努力一些吧,B2094757D164A3FD439D
晚上🌃很开心地跟着常队的指引来到复旦大学上海医学院，和同学们分享我们临终关怀☘️平常服务中的点滴收获和感想这是个略显沉重的话题📎，但同学们的提问交流，包括对自己身边发生的分享，被感动到……因为他们的真诚👍以致后面小组分享的部分大家意犹未尽，期待下次再聚,B2094654DB64A4FC429B
"看不得学校。特不好受。现在回到黑大铁定得大哭一场。

体会过军训小绿军他们苦逼的心情。殊不知旁人艳羡的心情。后悔当初没有去考研。等我有空了，还是去考个研先。",B2094654DB65A3F9409F
终于看了 头文字粤语版的更亲切更有味道，国语的真的很违和呀 对陈冠希的颜真的服气 山鸡哥 刘耕宏 周杰伦 余文乐 黄秋生 所有人中只有陈老师一眼惊艳 叼烟吐烟还有歪嘴笑 杀我！最后的镜头 黄秋生抽烟太经典了,B2094654DB65A3F9409F
第一场独唱音乐会落幕感谢老师的指导感谢朋友们的光临声乐道路很长远，一步一个脚印👣加油！致自己,B2094655D26EA0FC4098
突然被拉去踏青，今天是运气爆棚的一天，见到了好久没见的男神老师，抓到了娃娃哈哈哈哈,B2094654D56BA4FA439C
2018年的生日愿望是希望朴老师好好爱我，结果朴老师是伤我最深的2019年，元旦新的一年，我的生日愿望是一切顺利，顺利毕业，能一人独挡所有,B2094655D26EA0FC4098
我分享了文章 8个原则 教你准备一个完美的餐桌布置,B2094654D56BABFB459D
艺术的熏陶 富二代的低调 和 老师的热情 滔滔不绝的介绍他们的藏品 哪能可以这么有钱,B2094654D56DA6F9479F
其实每一天在学校不同地方看着夕阳更迭也很幸福鸭_(:з」∠)_,B2094757D06BABF4439D
学校的小吃街，每次来买饭都能看到他抽烟,B2094655D26DA5FF489D
