text,poiid
不枉我在水舍附近找车位找了半个小时新开的法餐完全刷新了我对这个酒店餐厅的新印象。从充满韧性的餐前面包，到来自主厨家乡阿尔萨斯的火焰薄饼，据说印象来自厨师的童年时光，培根洋葱和薄脆饼的组合，配酒绝佳。清爽适度的腌马鲛鱼；掩藏在菠菜下绝妙生蚝，奶油顺滑的质感。还没吃完就计划好下次再来刷菜单,B2094757DB6EA6FF4299
第一次去海洋公园,B2094757D66DA7F4469B
又是一年团圆夜，2018年度盛典暨集团上市启动仪式大幕既将拉开，我在上海国际中心丽思卡尔顿酒店三楼宴会厅，恭候各位尊贵的客人光临,B2094757D06FABF54292
深巷中的旧居,B2094654DB65A6FB409A
被拉着来了趟坑人的甜爱路，还好旁边有个鲁迅公园适合我这种读书人拜访的地方@__,B2094757D06FA6FC489F
@宝格丽酒店及度假村 宝格丽的酒店从来都是优雅闪耀时尚但上海这家散发着无穷尽文化韵味吸引你去探索。,B2094551D46EA4FA419A
这酒店巨破,B2094757D06FA3F44892
上海万达瑞华酒店宴会厅婚礼现场  摇臂摄像,B209445DD065A3F5439F
来了好几次这个酒店了 虽然不是最豪华的 但是景色是真的好,B2094654DB6AA6F8409C
黄昏的艺术馆。,B2094751D26CA1F84692
一个人住酒店要把所有的灯都开到最亮 电视调到娱乐频道 开一整晚才能勉强睡着 白天化好妆元气满满如战士一样坚毅 夜晚又被脆弱侵蚀到体无完肤...什么时候才能长大(ᵕ̥﹏̑ᵕ̥̥)真想在涂洗面奶的时候可以保持镇定自若，不用再因为害怕身后有鬼而忽的睁开满是泡沫眼睛又一场催人老的周末,B2094557D46CA3FE4493
📍打卡哥伦比亚公园，假装去了摩洛哥[耶],B2094551D76FA0FD449F
🌾 🌾 🌾➡️南京西路➡️人民广场➡️城隍庙➡️南京路步行街➡️外滩  👣 📝 🍂 很开心在这个秋天里🎐 能陪你在这个城市里走一走🎐 我们已经好久不见🎐 你也好不容易来一次上海🎐 转眼已经过去九年了🎐 你已经拥有自己的家庭🎐 和一个可爱的女儿🎐 可在我眼中🎐 你依旧还是很少女的样子🎐 也依旧是我心中的贴心姐姐🎐 好像一切都从来没有改变过🎐 我们在一起聊着从前的某某某🎐 聊着从前在一起读书的日子🎐 感叹曾经青葱岁月的美好🎐 如今大家都有了很大的变化🎐 有的结婚生子 有的忙碌工作🎐 有的还在读书 有的依旧单身🎐 无论怎么变🎐 我们都沿着自己的轨迹生活着🎐 不痛不痒 不喜不悲🎐 和你在一起的时光匆匆短暂🎐 让我很珍惜  比心给你 🍃 期待下一次的相聚  💁 [心] 🙋,B2094757D66DA7F4469B
一起和@琬悦宛如 去了琉璃艺术博物馆，👍,B2094757D06FA2FE4499
比利时安特卫普钻石博物馆特展，图6是欧式拨浪鼓，没错就是给小孩子用的，银质的，曾经有驱邪之用。,B2094451D469ABF5429C
"😉～
😆果然是北方娃的胃，在南方酒店要了一份煎饼果子。#面很劲道 味道不赖#",B2094654DB6AA6FF459C
连续72小时的各种意外，上海这家绿地万豪酒店是我住过的服务最差的万豪酒店，没有之一。,B2094757D065ABFB439D
《石湾是个美陶湾》@上海市历史博物馆 2018/9/28&;&;@佛山市禅城区博物馆 @广东石湾陶瓷博物馆,B2094551D664A1FF419A
这幢大楼因为徐家汇体育公园的改建看来是要拆除了。,B2094757D164A6FE419A
休息一天教老妈去‍♀️，游泳池是上海少见的清澈水质超棒的，温度适中，主要是干净干净太干净了！是我住的酒店里健身游泳排名前三，我问了老妈这里和柏悦下次挑哪里住，她说等你爸日本回来带他来住半岛秀恩爱,B2094757D06EAAF8499F
深秋季节的瑞金宾馆一角,B2094752D664A5FF4699
2018.6.9 上海自然博物馆[兔子],B2094451D469ABF5429C
2018 @上海浦东丽思卡尔顿酒店,B2094751DA64A2FF4899
小胖带我住酒店,B2094757D065A7F8419F
卫材高峰论坛，前辈疑难病例分享跟越来越美的雨露相聚在上海云南路美食街，大失所望（不过酒店的自助是真心不错呀）,B2094655D26AA1F5429C
周末的自然博物馆之行  ​​​​,B2094451D469ABF5429C
十分喜欢这个酒店，每个房间门口都有一部电影海报，我第一次住酒店会去把整个楼层都溜达一遍，去看喜欢的电影海报,B2094654DB6AA6F8419A
@上海凯宾斯基大酒店&;的阿尔贝鲁西班牙餐厅的七道式午餐好看又好吃，而且吃撑了。。。,B2094753D66DA6FD409B
到上海第一件事就是打卡心心念念的@_ 可惜周日人爆满需要等位，只能打包回酒店吃，不愧是上海法甜界的翘楚，每一款都超精致超好吃向前辈学习看齐[],B2094550D36BABFD429F
上海历史博物馆一直想去，昨天运气爆棚下午4点最后一位参观者进入😂但是里面也太大了吧，还有西楼，还有好多动物标本，1小时看不完，我下次还要去😂,B2094551D664A1FF419A
朋友邀约新锦江，果然是国营酒店的西餐做派，整个餐厅没几号人就餐，几乎包场。还是那句话，吃什么不重要，在乎的是和谁在一起。,B2094654D564AAFD4492
不是看著挺孤單，是真的。    /  @上海当代艺术博物馆,B2094751D26CA1F84692
人呐～～喝麻了什么事都干的出来，比如站在浴室里研究浴缸要多久可以放满水的问题站了半个小时猛然冻醒，发现不管怎么放浴缸都能完美保持滴水不溢的神奇，五星级酒店就是不一样,B2094757D06EAAFE4498
…前期培训时跟着来过一次，开业后还未参观过，有一口奶大的赶脚…产品摆在公司仓库里没觉得，摆在人酒店里还是美美哒…,B2094550DB6FA5FB479C
虽然台风暴雨⛈️上海电影博物馆的人还是不少的光影记忆、影史长河、电影工厂、荣誉殿堂展现了中国电影的历史发展与变迁,B2094753D069A2F9469F
原来公园里面还真不错，都没发现,B2094655D269ABFD469B
又一酒店打卡,B2094454D264A3FC429D
短暂而脆弱的琥珀 . 上海·上海虹桥元一希尔顿酒店,B2094757D06EAAFE409F
今天在携程订的上海南京东路人民广场和颐酒店一间房，一个小时后，由于行程人员有变动立刻向携程提出退订单要求，给予回复确是无法退单等霸王条款，请携程协助尽快安排退房，给消费者一个保护权益。@携程旅行网 @携程旅行网 @上海消费者维权热线 @上海消费者维权热线,B2094654DA69A3FE4799
以“金彩人生，匠心独具”为主题的老凤祥170周年职工文化艺术展，将于2018年12月20日~2019年1月20日在汾阳路79号上海工艺美术博物馆举办。本次展出旨在展示职工精神风貌、凝聚职工队伍力量，献礼老凤祥170周年华诞。我们的作品在哪里？@上海老凤祥有限公司 @老凤祥首席发言人王恩生 @老凤祥设计中心 @上海工艺美术设计服务平台官博,B2094757D06AA3FB4292
马上要在酒店快乐三小时了,B209445DD76AA2F94598
1️⃣📍上海当代艺术博物馆👉1-3展览 大卫·史瑞格里：乱了乱了👉4-6展览 仇大雄：归家之路👉7-8 七楼天台泳池区域，请一定要上天台👉9 互动体验：1）体验2016年双年展，震撼又新奇；2）工作室体验丝印图案，不过工作室体验一般只有周日有；3）撕下你最喜欢的仇大雄的诗带走，“一遍遍浇灭了我对幸福日子的向往”比较符合我当时心境哈哈哈有趣！免费！近期展览真的很赞，国庆期间11点前到人会比较少，至少留半天时间看展，场馆还有其他收费展可看 @博物館收藏夾 @玩乐上海 @带你看展览,B2094751D26CA1F84692
上海当代艺术博物馆喜欢看奇奇怪怪猎奇的东西很可惜只撤 剩下了2个展 还行8,B2094751D26CA1F84692
中国烟草博物馆⑥,B2094757D068A2FD4092
刚才在酒店的卫生间里听见有人在紧闭的马桶间里怒骂老板，炒老板“鱿鱼”，匆忙之间没录下来有点遗憾。,B2094654DB6AA6F8409C
上海，半岛酒店。整体比北京东京曼谷的感觉好很多。东京半岛我是不太想住了，日比谷大手町一带综合素质最高的还是皇宫酒店。半岛这个品牌也是蜜汁，每一家的硬件和设计差异很大。上海半岛有个好，吃完可以直接坐他们的车回酒店😂 @上海半岛酒店,B2094757D06EAAF8499F
今天在酒店休息休息的一天。明天要回日本[泪]期待下次见面你@48-钱蓓婷,B2094655D26AA0FD489C
整整刷了两天迪士尼和各种酒店叫餐我就想吃方便面,B2094753D66DA6FD409B
外滩遇见@南京金奥费尔蒙酒店 ，每年一次暖心的大聚会,B2094654DB6BABFD469C
，徐家汇源徐家汇藏书楼，上海现存最早的图书馆。徐家汇天主堂，天主教上海教区主教座堂，曾为远东第一大教堂。樱舍咖啡，冬日的暖阳。土山湾博物馆，1864-1960年，曾经是土山湾孤儿院，由上海耶稣会建立，中国西洋画的摇篮。今天，上海大雪，了解了一段不知道的上海历史。,B2094654DA6CAAFE459B
休闲时刻，来一杯？无论你度过了怎样的一天，来这里都会找到属于你的那一刻#上海·贝尔特酒廊(贝尔特酒店)[地点]#,B2094655D26DA2FE4593
"淮海路拐到思南路，梧桐树、红砖公馆...很上海，然后来到人山人海的外滩，外滩已不是心中的外滩，打卡过后就回公寓
到了公寓就是闺蜜时间了，聊到第二天喉咙沙哑，继续打卡人民广场，然后看了最想看的开心麻花，剧情一般，但第一次体验舞台剧感觉又新鲜又好玩",B2094757D66DA7F4469B
上海自然博物馆，趁人少快来玩儿吧[嘻嘻],B2094451D469ABF5429C
打卡魔都上海外滩酒店一如既往的科技感和服务品质主题整体非常魅惑总体赢在地段和景观✨,B2094550D065A0FA419A
水舍酒店.,B2094757DB6EA6FF4299
啦啦啦，迅哥儿的美恐风格大片开播咦嘻嘻这身材……我可以  要不要去跟 争取一个卡司位呢毛毛迅酒店香水美恐#美恐8：天启#,B2094554D764A5FE4898
回到酒店，处女座表示输了。,B2094550DB6FA5FB479C
我单位让我去培训 培训费周五转账的 现在周末银行有延时 要中午才到账 听课进不去 领导让我在静安寺晃到中午只能附近公园逛逛～看看阿姨大妈跳广场舞了,B2094655D269ABFD469B
这酒店玻璃该擦了～  ​​​​,B2094654DB6AA6FF459C
第一次逛公园,B2094757D06FA5FD4598
宝格丽酒店连礼物也这么走心，精美是第一时间想到的～,B2094551D46EA4FA419A
又逢樱花烂漫时。虹口公园&;虹口足球场。夜樱也很美🌸～,B2094655D26FA0FD4199
在酒店大堂坐了大半天真的是,B2094655D26CABF54099
当我走过一百家商业—世博源&;世博展览馆美食加盟展（大同小异）,B2094750D26FA0FE4993
酒店位置非常不错，然鹅作为老牌五星级酒店特点也是老老老，于是洁癖一家三口淋成落汤鸡跑去东方明珠下的小米买了个电热水壶，估计也是没了 ​​​,B2094452D069ABF5409E
感受魔都从网红酒店开始,B2094550D065A0FA419A
今日份自然博物馆奇妙之旅,B2094451D469ABF5429C
这次来上海订的酒店不错，就是昨晚太累了，没去游泳，今早一听说是室外泳池，顿时打了退堂鼓。酒店靠近中山公园，周围吃的选择挺多的，在窗口能看见公园里晨练的人，视力太好，居然能清楚看见别人扔飞镖。好喜欢图五的沙发，舒服。希望下次来上海还住这里。,B2094757DB6EA7FA429B
第四天&;&;上海 从下车开始 看着人群 终于感受到国庆的热潮 前几天在无锡过着慢生活&;&;看着人群真的好有趣 打车去酒店 真的好远 好贵&;&;感受到上海的物价水平 到房间 两个小女孩一看 哇塞 好商务呀 逛了一下酒店的健身中心&;&;人很少 拍了几张照片 走路15分钟左右去到外滩 毕竟来上海也要打卡标志性的地方 穿越人山人海&;&;终于到了 拍了张照片&;&;好饿 回酒店吃晚饭 吃完晚饭的我们在酒店充电 然后又去看人海 真的是辛苦小姐姐&;&;阿徐 笔芯奉劝大家 节假日真的不要出行&;&;只能看人 还是呆在家里葛优躺看电视来的舒服 😌,B2094757D06FA3FB4299
通茂大酒店,B2094757D06FA1F5479E
12/31号、最后的四季酒店限量版巧克力下午茶、很可爱非常开心[爱你]-跟学霸同学一起[挤眼],B2094750D66FA4F44999
自然博物馆初体验,B2094451D469ABF5429C
有一个酒店，叫“有问题”，亚朵，知乎，联手打造,B2094554D268A2F84893
自然博物馆🐻可以说是肥肠疲惫了😫,B2094451D469ABF5429C
奢侈一把，五星级酒店自助！,B2094757D06EAAF5429D
要说@上海苏宁宝丽嘉酒店 的亚洲首秀，世人瞩目，那宝丽嘉餐厅今天的开业晚宴绝对又是上海滩的重磅新闻。在欧美，名厨就一家餐厅的保证。拉斯维加斯“5钻”传奇、米其林二星餐厅，只因为主厨朱利安·塞拉诺。他还是餐饮奥斯卡“金像奖” --詹姆士毕尔德基金奖的获得者。他将这份殷实带给了上海餐厅。未来感十足的色彩与光线，操纵时间与空间的感知，位于餐厅入口通透的金铜色酒柜可藏酒900瓶。美国式特有的娱乐感，将定义为上海名流新贵首选聚集地。 @鲜城,B2094554D764A5FE4898
上海自然博物馆[鼓掌],B2094451D469ABF5429C
2018.3.31 和我家萌妹子，爸爸一起去刷上海自然博物馆，不知道能记住多少，但是在看的一刹那是记住了所有，并震撼着的，愿你找到自己喜欢的事情，并坚持下去，么么哒,B2094451D469ABF5429C
教堂才是上海建筑的灵魂 这次没有去到圣三一 有点儿遗憾 但意外偶遇了电影博物馆那个年代的电影人 才不是明星 我更想称他们——艺术家,B2094654DA6CAAFE459B
中国艺术馆只有外观和清明上河图有看头。其他的都看不懂,B2094655D268A3FF4498
一个有历史的酒店，目前为止一个住着不想走的酒店，感觉在这里能穿越回那一段历史！推荐推荐，再贵都是值的  ​​​​,B2094654DB6BABFD469C
苏州园林——留园 @微相册 @微博摄影 @上海当代艺术博物馆   @中国图库,B2094751D26CA1F84692
同事说我太土以至于不知道这种酒店说实话，我完全同意,B2094554D764A5FE4898
今天真是开心又尴尬的一天&;晚上跟喵喵去柏悦酒店顶层参加＆的发布会活动&;莫名抽奖抽中了日本的开业活动&;尴尬的上了台合了影&;恕我眼拙&;刚刚才发现走秀模特有爱上超模第二季和第三季选手&;居然没认出来马梦嘉明天是工作日却可以在上海再浪一天想想就开心,B2094654DB6AA6F84799
中共一大会址纪念馆,B2094654DA6FA3F4489A
➮〔达令家 | 吉祥物〕♡ 可爱的独角兽-达令犀牛今日亮相上海宝丽嘉酒店发布会现场&;「·达令家」♡曹操 | 摄影师他是曹操～他来自美国🇺🇸 他是摄影师～更是演员～他是我们小金锁'唯一的捕影家～也是我们小金锁的特邀追锁人！  ​​​​,B2094554D764A5FE4898
两小时都没睡好，实在是酒店的床太难睡了,B2094654DB6AA6F8409C
散步随记1393 黄包车 这是一种早已绝迹的老上海交通工具（只用人拉，不会产生废气），上海历史博物馆二楼走廊里陈列了一辆，引起观众很大兴趣。这应该是我看到的最高档的一辆，拉车杆较长，杆头铜制，坐席花布软垫，有活动挡雨棚，车轮直径近一米，座位与车轮连接有弹性钢板，可以减震。两盏煤油车灯分置两旁，很显眼。这是法国人在1873年从日本引进上海的。涂黄漆吸人眼球，常被富贵家包租，所以叫黄包车。他是旧上海标志性事物之一。我们常可从小说和曲艺里看到，如鲁迅的《一件小事》以及沪上的独脚戏。我记得小时候在马路上看到过，后来可能因全用人力拉车奔跑，不太人道，被三轮取代了。这一辆就是上海1956年淘汰的最后两辆之一。,B2094551D664A1FF419A
这家酒店让我想起了 ’边上的  ...  .    . @肖恩叶,B2094654DA69ABF5489C
酒店楼顶有个很棒的酒吧～,B2094654DB6AA6F8409C
和美女老板参加的冰岛中国推介会北京站，成都站，2018中国国际旅游交易会完美结束。酒店的北京业务洽谈非常顺利。预祝我们这次的最后一个行程—明天的业务洽谈顺利圆满。,B2094757D06FA3FB4299
今天入住@上海外滩酒店，吃了，喝了香槟，唱了歌、跳起了舞。,B2094550D065A0FA419A
"去不了京都
就在雕塑公园看樱花吧⛲️",B2094451D469ABF5429C
喜欢穿 的高跟鞋，穿过酒店长廊有种要去恋爱的感觉。,B2094757D06EABF54998
很棒的展览  上海当代艺术博物馆@上海当代艺术博物馆  当代艺术艺术上海  ​,B2094751D26CA1F84692
一出去住酒店 挑剔水平已经日益提高了,B2094757D06EABF54998
这家酒店有点骚,B2094550D065A0FA419A
相册里照片越来越多 以后分享做一个美食酒店旅游,B2094757D06FAAF4469C
