Keyword1,Keyword2,Keyword3,Weight1,Weight2,Weight3
合伙人,幸福,坚持,0.6894,0.6267,0.614
坚持,我,几次,0.7029,0.5261,0.526
好玩,相处,试试,0.6337,0.6125,0.5394
一首歌,静静,舒服,0.7004,0.6891,0.5061
误解,无须,世界,0.6735,0.5635,0.4584
甜甜的,一瞬间,说句话,0.7795,0.7671,0.7189
有点,竟然,没有,0.5862,0.5755,0.5311
官方,堂,花,0.6834,0.458,0.4177
安静,耳机,周末,0.7229,0.7056,0.5064
老死不相往来,通话,包月,0.8764,0.7356,0.6969
风景,三亚,浪漫,0.8066,0.5793,0.4581
教养,姑娘,公交车,0.842,0.5503,0.4823
一场,游戏,选择,0.586,0.5463,0.5202
年少无知,放下,一段时间,0.768,0.6995,0.676
不想,车窗,洒脱,0.7005,0.6797,0.6554
孤单时,假装,伤口,0.805,0.6272,0.5191
往日,十有八九,婚姻,0.6741,0.6717,0.6096
埋怨,背带裤,世界,0.6923,0.6273,0.4124
葡萄牙队,两连胜,晚安,0.834,0.6933,0.568
唯美,男人,婚前,0.7253,0.6652,0.562
了不起,大道理,试试看,0.805,0.7307,0.6274
错觉,偷走,生命,0.716,0.6491,0.5777
痛苦,胜利,道路,0.625,0.5289,0.4176
奔驰,希特勒,批准,0.6299,0.5883,0.4812
工作,地方,的,0.9114,0.3798,0.2525
毕生,事业,花掉,0.6905,0.6474,0.512
挽回,刺客,胜利,0.6564,0.5355,0.5314
一辈子,另一半,玻璃,0.8683,0.8201,0.4886
好听,杰克逊,默契,0.7504,0.72,0.6149
有氧,搏击操,”，”。,0.8425,0.8152,0.3737
琅琅上口,整首歌,传统戏,0.7541,0.7267,0.5424
纪念品,胎发,挑选,0.6575,0.5435,0.5393
不够,鼻子,就学,0.6537,0.653,0.4915
身边,转发,小人,0.7586,0.631,0.6309
螳臂挡车,看淡,我们,0.8358,0.642,0.565
好看,还是,青,0.702,0.4713,0.4049
射手座,好不好,练习,0.7388,0.6513,0.5499
聊天,过年,温柔,0.7367,0.7034,0.7017
来不及,尘缘,想象,0.8022,0.5862,0.4957
上班,培训,怎么,0.8722,0.5862,0.3142
珍惜,结束,生活,0.7186,0.574,0.4925
不屑一顾,人机,年老,0.8571,0.5493,0.4518
明天,努力,准备,0.7811,0.7731,0.6091
高考,夜晚,大概,0.6936,0.6582,0.571
彼此,寂寥,青春,0.7442,0.7251,0.5769
甚好,孙策,行动,0.5705,0.4986,0.4222
谦虚,淋漓尽致,哈尔滨,0.6714,0.6549,0.5255
婆婆,选择,心理,0.7049,0.4649,0.4579
朝朝暮暮,如初,人生,0.8556,0.6642,0.4878
君子之交淡如水,负累,水里,0.8469,0.5767,0.4878
遇上,城市,我,0.6979,0.4942,0.4649
淡淡的,新妆,核心,0.705,0.5908,0.3082
一往情深,色调,调往,0.8543,0.4611,0.2798
偶尔,风口浪尖,悔改,0.6569,0.6248,0.5878
平凡人,我,情绪,0.7475,0.5484,0.5479
男生女生,三十岁,手续费,0.6694,0.6667,0.6296
选手,肥猪,宝贝,0.6393,0.5809,0.5766
优雅,蕾丝,摆设,0.7191,0.5827,0.5137
那边,香港,那么,0.6633,0.4614,0.4326
睡觉,微醉,饰物,0.6788,0.6735,0.5862
发动机,早安,车主,0.6861,0.6085,0.4705
发脾气,随意发,随意,0.8179,0.7597,0.6572
宝贝,听听,你,0.6762,0.6619,0.5691
挑毛病,死不承认,气死,0.853,0.5967,0.5263
收视率,原班人马,第六天,0.6968,0.6888,0.5951
宿舍区,一起,大门,0.8769,0.5282,0.4696
共鸣,望星空,免费,0.6965,0.691,0.5372
出门,五分钟,融化,0.6085,0.5925,0.5648
我,不行,有毒,0.592,0.5734,0.5271
疼惜,付出,想要,0.7812,0.4735,0.4012
冲锋号,自知,赞同,0.6639,0.5942,0.5216
不断进取,飞驰,汽车品牌,0.7318,0.7261,0.716
度假村,牛仔衣,岛,0.8428,0.4117,0.3241
阳光明媚,暴风雨,下午,0.8491,0.6724,0.5498
相遇,苏州,莫文蔚,0.7519,0.6365,0.6364
墙角,小狗,发型,0.7487,0.652,0.6111
好听,竞技场,战士,0.6409,0.6164,0.517
放荡,惬意,心理,0.7044,0.6998,0.4511
分手时,主题曲,感触,0.7364,0.6845,0.5335
看完,回家,你,0.6604,0.6325,0.5039
顺其自然,漫长,美好,0.807,0.6981,0.6779
爱情,终究,戏,0.7474,0.7335,0.4297
脱口秀,，“”,奥普拉,0.7794,0.6027,0.5768
动画,历险记,不错,0.6954,0.5865,0.5815
相伴,月影,风尘,0.7997,0.654,0.607
两耳,发光,猪,0.7091,0.6736,0.5158
流水,两千块,绝望,0.6642,0.5857,0.5504
锻炼,动力,自己,0.7518,0.4666,0.4479
世界末日,失恋,朋友,0.7059,0.674,0.6614
没事,剧,刷,0.5744,0.487,0.3645
医院,领导,害羞,0.6924,0.6505,0.488
加油,夜路,所以,0.8933,0.5219,0.3759
疼痛,捂着,望穿秋水,0.7891,0.589,0.5516
难过,大起大落,告诉,0.786,0.7333,0.6672
越来越少,朋友,对象,0.8832,0.7207,0.5959
回不来,船,沉没,0.6585,0.6254,0.4909
导游,一辈子,蝙蝠,0.7426,0.5646,0.3729
火锅店,鸳鸯锅,同事,0.8148,0.4797,0.4583
女艺人,比基尼,味十足,0.6789,0.6121,0.4284
交响,下午,开始,0.7081,0.6445,0.6033
自助,纠结,食,0.5089,0.3879,0.3415
买家,哈哈哈哈,看到,0.6037,0.5995,0.4746
食盐水,琥珀,水底,0.6056,0.5771,0.4043
主动,是因为,联系,0.7179,0.5015,0.4412
拒绝,魔羯,玩弄,0.7429,0.71,0.6447
感冒,动心,李基灿,0.6868,0.5986,0.4384
失败者,职业化,知事,0.6292,0.5374,0.3155
威士忌,葡萄牙,加拿大,0.7853,0.5583,0.5554
生死离别,脆弱,心寒,0.8099,0.7454,0.7301
看到,更多,有无,0.5952,0.5207,0.4193
风雨兼程,招呼,凝视,0.8613,0.7265,0.644
姑苏,心愿,青城山,0.7192,0.6542,0.5433
睡不着,怎么办,最近,0.8716,0.7057,0.6263
田园,连衣裙,巧妙,0.6861,0.6592,0.6246
吃饭,点卡,又,0.7885,0.4864,0.3084
机会,放下,懒惰,0.7274,0.7195,0.6744
早饭,鼻,北,0.793,0.4435,0.4306
高考,偷偷,铅笔,0.6442,0.6359,0.6119
毁容,今天,臭美,0.6819,0.5823,0.5792
小时,还有,一个,0.7443,0.5378,0.5008
曲终人散,难得糊涂,一周,0.8575,0.8506,0.5792
合为一体,石头,吃货,0.7092,0.5346,0.3981
一生,平凡,世界,0.7258,0.7189,0.4982
丘比特,拒绝,玫瑰,0.7569,0.7513,0.6992
星星,亲亲,签到,0.708,0.7031,0.681
拜拜,大衣,美美,0.6444,0.6347,0.5267
把握,路过,等待,0.7433,0.6528,0.6474
金钱豹,嫁给,模特,0.722,0.6578,0.5742
祝福,也许,无语,0.6928,0.6089,0.6047
礼拜天,礼拜,黑色,0.8907,0.7942,0.4945
房子,感谢,人民,0.6521,0.4208,0.4193
婚礼,最甜,认为,0.6709,0.5475,0.4712
白发苍苍,一直,及时,0.7798,0.7129,0.5864
我爱你,放下,机会,0.869,0.7453,0.6349
身娇肉贵,悬崖,月饼,0.6952,0.5697,0.5129
咖啡,起不来,喝,0.873,0.33,0.2554
一口气,放松,战前,0.7016,0.623,0.4952
大房子,门外,宁静,0.7168,0.5771,0.5472
不顺心,荆棘,那么,0.7535,0.6011,0.4849
拼了命,夜里,被子,0.6835,0.6341,0.4977
寺院,绿化,打个招呼,0.7159,0.565,0.5574
尽力,活得,证明,0.6871,0.5444,0.4636
难过,自己,生命,0.755,0.5948,0.5127
睡过去,中午,分钟,0.8271,0.6203,0.5358
酒店,女秘书,国际,0.7355,0.6942,0.3115
工作,深夜,床上,0.7207,0.5933,0.4965
深深地,别忘记,不经意,0.8103,0.7865,0.7596
换碟,张小娴,失望,0.7262,0.6808,0.586
失去,在意,就越,0.81,0.6346,0.5312
越来越少,慢慢,老汉,0.8003,0.786,0.7025
平易近人,搭配,针织衫,0.68,0.5788,0.5553
不再,夏天,个人,0.7303,0.7163,0.3629
高峰论坛,拭目以待,行业,0.8164,0.6669,0.6193
耿直,不语,解释,0.7656,0.6706,0.5419
经不起,真诚,评议,0.7768,0.7169,0.3284
霓虹灯,倾情,干净,0.7391,0.6966,0.6686
左顾右盼,收获,途中,0.8422,0.6315,0.5739
解千愁,千愁,醉,0.8645,0.6509,0.5125
悲观,最后,感悟,0.6151,0.5792,0.5404
午休,吃饭,啦,0.8836,0.7486,0.3412
这天,天气,连续,0.6511,0.5515,0.3696
常回来,一切顺利,社交,0.7715,0.7153,0.5938
重来,机会,生活,0.6984,0.6945,0.4731
爱卿,大臣,国库,0.6625,0.498,0.4033
刘海,尴尬,长度,0.7089,0.6415,0.5122
吃饭,咀嚼,红肿,0.7501,0.607,0.4052
深入人心,岔气,饮酒,0.7179,0.6261,0.566
他妈的,真心,这天,0.7638,0.6779,0.6071
一辈子,爱我吗,负责,0.8768,0.8677,0.4009
有喜,今日,老,0.7448,0.6405,0.555
田园,美妙,逝去,0.7751,0.6695,0.4527
越来越少,交际,流浪,0.8605,0.6608,0.5074
忍让,西瓜汁,台湾网,0.6077,0.4532,0.4244
你,意思,截止日,0.5587,0.5488,0.4357
说话,多么,谨慎,0.7521,0.6337,0.6316
大房子,有时候,幸福,0.7181,0.6467,0.6039
付出,漂亮,抱怨,0.696,0.6857,0.6586
很忙,瞧不起,说出,0.7091,0.685,0.6846
永远,别人,批评,0.6804,0.6342,0.4741
安慰,。”；,全身,0.745,0.5264,0.4486
是不是,改变,观念,0.6492,0.611,0.5846
漫长,等待,值得,0.763,0.7055,0.4941
宝宝,上眼皮,厘米,0.7554,0.7127,0.6449
没心没肺,跌跌撞撞,奋斗,0.8297,0.7841,0.6115
慢慢,陪伴着,呼吸,0.791,0.7744,0.6478
老一套,事业,在职,0.6222,0.5832,0.5697
不见,哈哈哈,网名,0.6799,0.6566,0.6538
憋住,一大口,立竿见影,0.7336,0.7038,0.6249
啤酒,无愧于心,炸鸡,0.6665,0.6465,0.4585
磷灰石,导电,鸟嘴,0.6843,0.684,0.6387
体育馆,麋鹿,苏州,0.8544,0.509,0.4876
宗教,不倒翁,证明,0.6764,0.5058,0.5032
慢慢,别人,婚姻,0.7548,0.6262,0.6141
终究会,相思,爱心,0.8175,0.7345,0.6194
晒太阳,晒晒,雨过天晴,0.9286,0.8335,0.7571
讲课,最能体现,服饰,0.8639,0.4365,0.2738
断肠,只为,。。。,0.7791,0.6517,0.469
犹豫,别人,之间,0.7387,0.6529,0.6102
一天到晚,取得胜利,瓦砾,0.7909,0.6561,0.5562
烟火,只不过,衣服,0.6341,0.5745,0.4492
越来越,成熟,这年头,0.7641,0.6784,0.6142
开门,爸妈,上瘾,0.7237,0.5889,0.5658
结业证书,嘉宾,跳伞,0.8039,0.5276,0.3206
动物,准备,孤寡老人,0.8099,0.3436,0.2995
去去,云散,走走,0.6393,0.6357,0.5916
解脱,其实,种子,0.6441,0.5658,0.5517
放开,欧美,街头,0.6423,0.5085,0.5002
公司,投资,汽车,0.7241,0.5133,0.4211
职场,稳重,手提包,0.6977,0.6461,0.5403
演唱会,了不起,苏州,0.7836,0.7096,0.5363
念念不忘,忧心忡忡,未来,0.7623,0.6815,0.6266
背叛,优雅,内在,0.7436,0.6923,0.6268
无所谓,不会,学会,0.7899,0.7035,0.4638
耶稣基督,永永远远,威严,0.8199,0.8112,0.6066
奋斗,欢乐,动力,0.694,0.6054,0.5972
过去,鲜亮,如果,0.6433,0.5934,0.504
悲伤,明白,温度,0.6268,0.6236,0.4679
广阔,经济繁荣,军事,0.5969,0.5653,0.5363
交卷,越多越,着急,0.6829,0.5903,0.5389
另一半,人世间,行走,0.8314,0.7651,0.4939
理发店,舍不得,理发,0.7271,0.5183,0.5126
舞剧院,指挥家,院长,0.755,0.7059,0.5301
认真,热恋,别人,0.7228,0.7001,0.6448
起床,吃糖,叠被,0.7485,0.662,0.6588
不经意,是是非非,享受,0.7711,0.7231,0.4554
游刃有余,射手座,飞,0.7462,0.6852,0.3925
健身房,乒乒乓乓,射手座,0.8467,0.6458,0.5183
工作,真心话,手头,0.8188,0.4688,0.4435
一直,默念,实现,0.7499,0.7057,0.4653
工作室,发售日期,出发,0.8593,0.5205,0.445
运动,闭上眼睛,针织,0.7243,0.5327,0.4872
从一而终,爷们儿,看清楚,0.8531,0.7466,0.6744
看起来,房子,鼻涕虫,0.6544,0.6072,0.5363
朋友圈,好好,照顾,0.7612,0.7089,0.541
没话说,玩,连胜,0.671,0.3995,0.3843
见面会,简直,罚写,0.808,0.6218,0.5382
艺术,独奏,落俗,0.7796,0.5987,0.275
萍水相逢,疏远,手机,0.8697,0.7645,0.633
另一半,深深地,快点,0.7821,0.7695,0.6016
小朋友,安心,保护,0.6969,0.616,0.3985
驾驶员,传感器,研发,0.7039,0.6448,0.6063
崎岖,流程,你们,0.5513,0.5233,0.4465
导师,一辈子,存放,0.7905,0.7199,0.3683
说不清道不明,千言万语,敲出,0.8688,0.8273,0.5218
阿姨,句句,厉害,0.7348,0.56,0.4726
别离,成熟,奔波,0.747,0.6791,0.6509
始终,别人,修行,0.6357,0.6273,0.4726
左顾右盼,逝去,彻底,0.8431,0.6293,0.526
不留情,舍不得,掌声,0.8089,0.8029,0.5744
回头,孤身一人,天空,0.8321,0.8222,0.6758
改变命运,红牌,结果,0.7106,0.5502,0.478
科学,有益,有效,0.6877,0.5667,0.4541
服从命令,念起,风险,0.737,0.5814,0.4603
姑娘,一起,挺直,0.7356,0.6728,0.5639
痛苦,埋没,泥土,0.6421,0.6018,0.5705
如影随形,病毒,电脑,0.6299,0.6132,0.4547
度君子之腹,挑剔,天使,0.8326,0.6741,0.5919
你,如果,拍,0.5836,0.5288,0.363
汽车,百分点,产销,0.6535,0.6002,0.522
五月天,看,四月,0.8313,0.3938,0.3558
胡思乱想,杞人忧天,奋进,0.7961,0.761,0.5185
别人,形象,思维,0.5778,0.5295,0.3845
全息,开场,准备,0.6954,0.6456,0.6321
陌生人,很漂亮,小雨,0.8292,0.7872,0.6046
笑对人生,多姿多彩,走向,0.8573,0.6561,0.5256
丰田,下降,他们,0.6205,0.4839,0.4672
会议,最后,年前,0.7946,0.4407,0.3934
至交,害怕,你好,0.7367,0.671,0.5906
离不开,结婚,天秤,0.804,0.6541,0.6024
公司,打卡,苏州,0.6625,0.5447,0.4109
待遇,可以,环境,0.7559,0.4126,0.259
小时,年纪,一小,0.6073,0.5157,0.4728
一扇门,虚伪,自己,0.7559,0.6787,0.5729
车站,大厅,金碧辉煌,0.7566,0.5219,0.4955
热身,慢慢,日程安排,0.758,0.6588,0.603
一棵树,相碰,阴凉,0.8337,0.6587,0.544
付出,别人,主旋律,0.6867,0.6147,0.5609
私信,愚蠢,姐姐,0.8267,0.6646,0.607
温情脉脉,救灾,美学,0.7913,0.4907,0.4008
猜忌,读本,》）、,0.6271,0.4808,0.4289
在乎,知道,其实,0.6838,0.5999,0.588
可爱,所有人,运气,0.6399,0.5982,0.5674
下雨天,下雨,喜欢,0.8945,0.789,0.6921
大概,我,喝,0.6426,0.5779,0.485
心事,你,名字,0.6794,0.6309,0.5678
缺一不可,后悔,机会,0.7986,0.7732,0.7524
浪漫,小时候,小时,0.7589,0.6232,0.5219
告诉,不起眼,搏击,0.6411,0.6196,0.5205
浪漫,自己,数学,0.7428,0.5714,0.5635
五月天,温柔,加班,0.6878,0.6454,0.5926
好好,有福气,缘分,0.7488,0.7203,0.6897
鲁智深,你们,，”,0.6622,0.641,0.5158
拼搏,无悔,好好,0.7631,0.7317,0.711
独一无二,结婚,主演,0.7285,0.6318,0.4999
出去玩,小时候,回家,0.7958,0.676,0.6157
放假,女生,在家,0.734,0.6943,0.5825
陪你到,最后,如果,0.7567,0.6136,0.5069
光头,哈哈,长,0.7884,0.6525,0.4866
佛教,名山大川,不辞,0.7178,0.4911,0.4445
聊天记录,陌生,有没有,0.8225,0.7381,0.5842
金融公司,通用汽车,奥巴马,0.7521,0.676,0.6242
大千世界,说话,朋友,0.7147,0.7111,0.6838
自寻烦恼,饺子,永远,0.7831,0.6789,0.6484
妙手回春,数学,本领,0.6667,0.6415,0.422
另一面,玻璃,展望,0.7419,0.5525,0.48
演唱会,五月天,苏州,0.7558,0.7356,0.503
奔驰,紧随其后,愈演愈烈,0.7507,0.6761,0.6662
管理,录用,大爷,0.6356,0.6324,0.5067
打扫,老板,无言以对,0.7626,0.6066,0.5854
一节课,一节,落寞,0.9426,0.4616,0.4057
卫生巾,内裤,嫌小,0.8093,0.7079,0.3904
微胖,大衣,呈现出,0.6615,0.6415,0.5621
好久没,异地,女友,0.7699,0.7645,0.6598
启程,唯一,如果,0.7627,0.6332,0.4837
徒步,危险,女主角,0.8048,0.4881,0.3629
一辈子,尴尬,算计,0.8828,0.6354,0.6041
手机,熬夜,痛恨,0.6816,0.677,0.452
休闲,相得益彰,帆布鞋,0.8289,0.567,0.547
病人,随便,攻击,0.7685,0.4318,0.3977
随叫随到,发泄,不会,0.7281,0.6679,0.6306
数学试卷,一辈子,暑假,0.7701,0.7431,0.6696
茶,一杯,转角处,0.6572,0.6266,0.4671
海滨,乡间,伟大,0.653,0.5858,0.5465
朋友,充气,不成,0.6068,0.5448,0.5211
看到,你,爱,0.6069,0.5837,0.4959
锋芒,不必,有功,0.5942,0.5731,0.4776
孤单,一边,见识,0.7448,0.6312,0.5177
品味,决定,个人,0.6146,0.4185,0.373
不必要,此刻,期望,0.71,0.6368,0.4748
怎么办,每天,自己,0.6667,0.6664,0.5985
高速公路,辆车,召回,0.743,0.6272,0.4064
医院,不留,婆婆,0.8222,0.4179,0.4071
加班,爱,的,0.9297,0.3331,0.2769
一辈子,跌倒,跑,0.7809,0.6394,0.3912
工会,福利,夏天,0.7381,0.5098,0.4152
想不起,千与千寻,可能,0.8231,0.791,0.513
出行,快乐,保护,0.7799,0.5057,0.369
多年,江湖,传说,0.6631,0.5613,0.5396
加班,年底,开启,0.8866,0.5794,0.3415
大佬,节奏,打包带,0.6279,0.5871,0.538
红烧,午饭时间,方便面,0.7517,0.6101,0.5598
回家,胖子,还是,0.6712,0.6306,0.4657
清楚,自己,开心,0.6598,0.6577,0.5933
夜晚,风凉,入秋,0.8106,0.7404,0.6891
动画,不过如此,组合,0.6659,0.5896,0.5191
再也,爱情,谨慎,0.6679,0.6141,0.5597
做饭,洗衣,干什么,0.8475,0.7005,0.5554
男朋友,伙伴,欢笑,0.7713,0.6627,0.5791
神经病,马来西亚籍,流泪,0.7833,0.5326,0.4094
有时候,服务,宿命,0.5402,0.4231,0.3311
工作,热血沸腾,花期,0.8163,0.4555,0.3775
明白,猫,亮点,0.673,0.4506,0.4115
一刀两断,勉强,大巴,0.8653,0.6979,0.4355
直勾勾,哥们,媳妇,0.7607,0.7139,0.6632
北京烤鸭,美食,看到,0.7803,0.603,0.3752
忘掉,坚持,证明,0.7273,0.6254,0.4913
工作,值得纪念,满足,0.7637,0.5317,0.4726
迷人,吊带衫,淋漓尽致,0.7036,0.6979,0.6832
过去,忧虑,快乐,0.6754,0.5838,0.5795
慢慢,导演,自己,0.729,0.6588,0.5613
今天,阳光,星期五,0.7036,0.6646,0.6456
越来越,礼貌,失望透顶,0.7724,0.678,0.6492
他人,宽容,抬高,0.6597,0.6177,0.5484
青春年少,送给,睡觉,0.7661,0.7292,0.656
生生不息,不期而遇,温暖,0.8716,0.8665,0.8043
难得,疲惫,梧桐,0.6575,0.6236,0.5571
礼服,藏青色,拼接,0.6762,0.4944,0.4606
专家,机智,试试,0.625,0.578,0.4942
越来越,无所谓,鞋子,0.6861,0.6681,0.5141
朋友,产品,：”；“,0.5411,0.5312,0.5111
窗帘,纷纷扰扰,小毛驴,0.6874,0.6872,0.5211
橘红色,手提包,背心,0.695,0.6731,0.5866
心想事成,希望,夜,0.8999,0.5605,0.4933
这辈子,悲剧,演戏,0.7181,0.5665,0.5267
芬芳,手上,谷物,0.5923,0.5385,0.4045
欲望,饭,结局,0.5537,0.5388,0.5157
毛细血管,痘痘,忍不住,0.7277,0.7275,0.626
相伴,天寒,健康,0.789,0.6678,0.5564
不为所动,认真,安详,0.7521,0.7119,0.7042
我,出炉,滴,0.5413,0.4983,0.4602
戏剧学院表演系,毕业,让开,0.862,0.7522,0.5721
艺术,熏陶,来,0.8584,0.5942,0.1291
一扇,世上,打开,0.66,0.6148,0.4653
那时,驯鹿,木偶,0.659,0.5778,0.5662
美轮美奂,渡口,人生路,0.7141,0.6828,0.6359
渔夫,平常心,他人,0.7286,0.6726,0.622
前言不搭后语,与众不同,朋友,0.88,0.6808,0.6797
靠拢,少女,嘻嘻,0.7334,0.6198,0.6172
压榨,自己,。。。,0.5642,0.5284,0.428
真好,遇见,结束,0.8071,0.7424,0.6184
公司,生意,我们,0.8257,0.5009,0.3666
忘不了,角落里,潜滋暗长,0.8197,0.8195,0.7928
以诚相待,适可而止,为人处世,0.837,0.833,0.7084
好吃,很多,坼,0.7838,0.4716,0.3236
蛋蛋,童鞋,备注,0.669,0.6372,0.3516
好久不见,荧光棒,买到,0.8343,0.7209,0.3472
他人,一天,为什么,0.7079,0.6649,0.589
穿越,如果,东西,0.6216,0.548,0.5248
小时候,打架,”，“,0.7043,0.6621,0.561
工资,一个月,怨天尤人,0.718,0.7175,0.6483
教教,大学,喜欢,0.7709,0.7276,0.4703
乐此不疲,人生感,许年,0.7556,0.6789,0.55
放松,录取,熬夜,0.6166,0.517,0.5094
西装,层次感,牛津,0.6784,0.5805,0.5057
花团锦簇,寂寞,璀璨,0.815,0.7418,0.704
陪你走,加重,环境,0.7805,0.4825,0.3631
监管部,纽约商品交易所,扩大内需,0.783,0.55,0.4345
放手,返老还童,有时候,0.7711,0.7539,0.6668
动物,软体动物,不想,0.8357,0.7166,0.3033
火锅,酒,织机,0.7371,0.4326,0.2349
今生今世,年轻,价值,0.7827,0.6765,0.5123
没关系,不辞辛苦,小时,0.698,0.6202,0.558
依偎,人生观,小时,0.6952,0.6227,0.5799
背后议论,折磨,自己,0.7598,0.6594,0.5812
陪伴着,游戏,收藏,0.5825,0.5027,0.438
司机,热情,放手,0.8913,0.5542,0.5195
门口,系鞋带,然后,0.6797,0.5454,0.5019
票,改签,狗东西,0.6617,0.563,0.4934
没心没肺,如果,退出,0.8583,0.4941,0.4144
看得见,一起,身体,0.8176,0.7113,0.5267
寿宴,豆沙,奶奶,0.6517,0.5626,0.5372
付出,经典,下巴,0.6507,0.597,0.5349
互相照顾,天生一对,祝福,0.8815,0.7409,0.6729
姑娘,报复,体温,0.7545,0.6606,0.6358
发现自己,多么,地方,0.7711,0.643,0.5749
烧开,狮子座,鸡翅,0.656,0.5907,0.5712
植物油,鱼肝油,两件,0.8909,0.3458,0.2741
云消雾散,新鲜空气,平常事,0.8294,0.6783,0.5792
必备,棍,草,0.6783,0.5581,0.4964
射手座,不再,活着,0.7258,0.696,0.6087
苦瓜,食物,抗癌,0.6105,0.5558,0.492
安全感,泳池,架子鼓,0.6368,0.5831,0.5786
再见,随时,准备,0.8302,0.5618,0.4963
遇见,真气,一口,0.7784,0.5467,0.4452
作揖,姐妹,人才,0.8299,0.611,0.4478
过来,领走,赶紧,0.7001,0.6971,0.5946
放弃,浪费,没想到,0.7146,0.6424,0.565
步伐,最合适,有助于,0.7234,0.6928,0.6206
固执,累赘,来往,0.7406,0.72,0.6773
听到,小学生,科学,0.5963,0.5695,0.5098
倾国倾城,风光明媚,街角,0.7676,0.6635,0.5907
劳动节,劳动,快乐,0.9035,0.7606,0.5786
隐秘,预想,想不到,0.6995,0.6428,0.633
不朽,言语,性质,0.6751,0.6449,0.489
名不虚传,。。。,果然,0.8754,0.6878,0.6807
真诚,白羊座,第十名,0.7461,0.7136,0.4323
机器,科学发明,穿梭,0.6247,0.6244,0.5653
忘记,没什么,终有,0.7462,0.7067,0.6842
