Keyword1,Keyword2,Keyword3,Weight1,Weight2,Weight3
归来,历尽,有钱,0.7811,0.699,0.6398
宜家宜室,同心,同行,0.8458,0.7358,0.72
周末,愉快,又,0.7349,0.7189,0.4383
点点头,喝酒,赞同,0.7312,0.5311,0.4451
教练,胆小,到,0.7968,0.4358,0.1007
拍照,尴尬,不错,0.7951,0.6864,0.6707
英俊,认识,的,0.8308,0.8052,0.402
秋高气爽,高气,精神,0.8777,0.8356,0.8005
迷失,荷花池,船,0.7724,0.6407,0.5588
读书,技能,专业,0.6994,0.6358,0.6024
沪,迎春,郊,0.7902,0.7427,0.7203
春游,一下,了解,0.8699,0.6186,0.5459
美滋滋,真好,天气,0.9031,0.8492,0.7429
周末,继续,在,0.859,0.7326,0.2563
公园,一路上,在,0.7784,0.3593,0.1262
阳春,海湾,十里,0.7595,0.7117,0.6371
朦胧,双眼,早上,0.8193,0.7782,0.7311
挑战赛,马,小时,0.8043,0.6403,0.5446
开心,醒过来,天窗,0.8704,0.8266,0.7529
学习,皮划艇,划艇,0.8752,0.4989,0.4469
森林公园,国家森林公园,很美,0.9107,0.9012,0.3333
眼光,互相,经历,0.8042,0.7551,0.6351
森林公园,森林,房车,0.7811,0.4791,0.2867
邀请,今天,我们,0.81,0.7501,0.6797
宝宝,二十三岁,一点点,0.7991,0.7669,0.7068
吃饭,酸奶,苏打饼干,0.805,0.6997,0.3961
开心,氧,散步,0.7701,0.7157,0.6886
挺胸,抬头,哈哈,0.9151,0.8687,0.7932
森林公园,博物馆,科学研究,0.7268,0.4948,0.1939
体验,卡,赛事,0.7341,0.6441,0.6126
当兵,一辈子,后悔,0.8263,0.7299,0.7272
姐妹花,不分,分家,0.8193,0.7407,0.6694
社团,小组,即将,0.833,0.4032,0.4001
三亚,感,视,0.7316,0.6403,0.5087
欣赏,几张,博,0.7961,0.755,0.5929
景色,简直,到,0.7205,0.7142,0.3552
桃花,却是,缝,0.7236,0.6534,0.392
天公不作美,一直,雨,0.9584,0.7502,0.7052
驾驶,春暖花开,毛病,0.8273,0.6875,0.381
阴险,嘻笑,嘻嘻,0.8716,0.8441,0.781
工作,福利,，，，,0.7156,0.6837,0.501
无敌,帅哥,喷,0.8526,0.8166,0.6831
芳华,四溢,不负,0.8931,0.8206,0.7462
出游,每次,觉得,0.9057,0.5818,0.4317
晚安,懒猪,功夫,0.8263,0.8151,0.7224
了得,场面,鞋子,0.8026,0.665,0.6445
随意,自己,人生,0.8112,0.7962,0.7659
天气晴朗,温升高,升高,0.8888,0.8307,0.7086
荷花,别样红,无穷,0.8599,0.8053,0.6666
帐篷,住,第一次,0.751,0.5632,0.5416
无处,危险,早点,0.7672,0.7026,0.6663
萍水相逢,看见,繁花,0.8329,0.7683,0.728
赏梅,大地,一年,0.6931,0.6504,0.6307
不争,俏,来,0.7713,0.7107,0.5019
动力,国产,市面上,0.8221,0.7801,0.4516
坐车,门票,赏梅,0.7063,0.603,0.4852
花蝴蝶,泡泡,超,0.8663,0.8451,0.7153
身边,玛丽亚,来,0.8369,0.7393,0.5022
森林,运动,住,0.772,0.7411,0.3956
赏梅,天气,不错,0.7707,0.6004,0.5994
独自,寒,早,0.7012,0.6781,0.6184
扑鼻,赏梅,初八,0.8046,0.7761,0.6975
分歧,初见,。,0.8639,0.6814,0.5896
欲言又止,默契,最好,0.8565,0.7737,0.7575
精英赛,抱拳,哈佛,0.845,0.8143,0.597
考场,为什么,自己,0.7511,0.5573,0.4759
帐篷,今晚,住,0.7974,0.6319,0.4713
下雨,浮云,沙尘暴,0.8889,0.8313,0.8173
短发,简单,思考,0.9004,0.8632,0.6148
国家森林公园,纪念碑,终于,0.8469,0.6233,0.1673
幽香,寒天,探,0.7706,0.7693,0.6028
几分,人生,思考,0.8122,0.7778,0.6856
上海,徒步,爱心,0.7282,0.721,0.4633
郊游,全家,机载,0.7415,0.7234,0.7051
心情,休息,上班,0.7598,0.7143,0.7053
小伙伴,越野,船,0.687,0.575,0.3216
疾,药石,花海,0.7683,0.5463,0.3665
知道,一刻,决定,0.7487,0.7094,0.6964
春光,好,负,0.8449,0.7796,0.5823
今天,團,建,0.7746,0.6567,0.4218
森林公园,公园,吸吸,0.9627,0.9091,0.1884
房车,住房,开心,0.6861,0.5974,0.5295
喜欢,没想到,友好,0.8053,0.7712,0.7437
累,快乐,并,0.8201,0.7482,0.4409
滚球,玩水,大姐,0.8292,0.7326,0.7114
每斤,值得,现场,0.653,0.651,0.4668
野营,帐篷,卡丁车,0.9134,0.7472,0.6427
点评,：,我,0.6444,0.4666,0.4125
下班,前来,风景,0.8332,0.5008,0.4229
八宝粥,八宝,温柔,0.8072,0.739,0.719
同事,满堂红,中银,0.7011,0.65,0.6092
郊游,赏花,踏青,0.8575,0.7653,0.5308
油菜花,油菜,还好,0.7984,0.7767,0.1533
地方,棒,的,0.7294,0.6033,0.4592
回忆,妹,辑,0.8646,0.7225,0.6766
花开花落,卷云,云卷云舒,0.9069,0.8482,0.786
这里,上次,肚子,0.5587,0.5511,0.5172
趣味,运动会,运动,0.8714,0.8345,0.8221
森林公园,公园,太美,0.934,0.8823,0.3055
酒店,烧烤,帐篷,0.8046,0.3155,0.2448
森林公园,国家森林公园,游上,0.9129,0.8892,0.2403
枫叶,未果,看,0.8536,0.7049,0.6133
非常,游玩,团建,0.7165,0.7153,0.606
落英缤纷,微风,缤纷,0.9276,0.9127,0.8506
烧烤,食,天开,0.8692,0.313,0.1934
生日快乐,两周岁,你们,0.8629,0.8567,0.6538
一个月,崭新,生活,0.841,0.8243,0.6776
阳光明媚,唯有,景色,0.8871,0.7245,0.7072
完美,暴雨如注,比赛,0.8205,0.7914,0.731
集腋成裘,聚沙成塔,，,0.9277,0.9242,0.4029
森林公园,公园,桃花,0.9456,0.8933,0.3148
梅花,花开,正好,0.871,0.8672,0.6046
帐篷,业大,毕业,0.7533,0.6871,0.6724
森林公园,公园,突突突,0.9434,0.9024,0.2361
负伤,团建,归来,0.6344,0.5013,0.422
门票,值得,一些,0.8256,0.3632,0.228
你,染,淤泥,0.7144,0.7061,0.6441
优先级,选择,你,0.8034,0.7839,0.6921
风景如画,同游,携,0.8021,0.7919,0.5599
露营,中,造型,0.7353,0.6293,0.6013
散步,失败,活动,0.4848,0.4837,0.4753
烧烤,土豆,手腕,0.8546,0.5144,0.1885
今天,金主,谢谢,0.8574,0.8096,0.7104
游乐场,游乐,一个,0.8547,0.6051,0.316
摄影师,怕,抓,0.8402,0.694,0.6646
野餐,适合,朋友,0.605,0.3753,0.3493
三十二天,运动,坚持,0.7826,0.7641,0.735
饿,玩,躺,0.7264,0.7152,0.6983
祖母绿,瞳,小心,0.7992,0.7248,0.6134
森林公园,公园,森林,0.9775,0.9139,0.486
暗香,清浅,黄昏,0.8396,0.8315,0.5554
小车,刚好,一叶知秋,0.6556,0.6074,0.5602
冉冉,净,翠,0.8378,0.7637,0.6746
拉拉队长,接力赛,小时,0.8265,0.7138,0.4678
附中,中生,春游,0.8603,0.3221,0.1719
真好,衬衫,秋游,0.8331,0.7822,0.6954
美景,绿茵,十里,0.8206,0.755,0.7253
单纯,对于,考不到,0.7526,0.5364,0.516
宝贝,阳光,好时光,0.9068,0.8089,0.8033
减肥,觉得,春暖花开,0.8595,0.7271,0.6995
教育,可怕,看看,0.8627,0.406,0.331
森林公园,公园,山色,0.9187,0.8615,0.3773
恋爱,根本,任何人,0.7299,0.6639,0.6513
美好,珍惜,眼前,0.8817,0.8354,0.7507
珍惜,春光,自己,0.8233,0.7943,0.7637
公园,野餐,秋游,0.8398,0.554,0.3106
帐篷,晚睡,今晚,0.8268,0.7558,0.7277
春心荡漾,咏春,诗名,0.9087,0.8041,0.7245
去,地方,的,0.7336,0.6224,0.3989
一日游,奉贤,大,0.8881,0.6827,0.3848
好好学习,不管怎么,想去,0.8605,0.5202,0.3203
一个月,运动量,真累,0.8328,0.821,0.6937
旅行,微,着,0.8278,0.6606,0.5739
朋友圈,突然,个人,0.8488,0.7319,0.5364
端午,我们,日子,0.8018,0.6352,0.6318
森林公园,森林,老家,0.9514,0.4532,0.0485
喜欢,别人,有时候,0.8249,0.735,0.6786
好时节,挂心,闲事,0.8612,0.7592,0.6828
十公里,来回,扎进,0.8248,0.7897,0.7258
渴望,命中,所有,0.8834,0.8203,0.6606
来,这里,好像,0.7462,0.6887,0.5121
牡丹花,牡丹,美丽,0.9553,0.904,0.8724
越来越,伪装,看清楚,0.8503,0.7731,0.7728
侥幸,失去,人生,0.8527,0.7802,0.7636
尘,如故,只有,0.7862,0.7504,0.6697
有力,前行,维,0.7375,0.7175,0.5855
今天天气,元宝,活动,0.8221,0.7052,0.5893
美好,夜深人静,脑,0.8361,0.7203,0.4535
考试,状态,一辆,0.7892,0.3737,0.3032
偷拍,技术,还,0.883,0.641,0.5255
自驾,小时,儿子,0.8368,0.7105,0.6568
炎酷,收获,酷暑,0.8302,0.83,0.8203
朵朵开,桃花,篇,0.8761,0.8685,0.6126
从容,人生,什么,0.7895,0.7305,0.7038
第一,上海,回,0.6959,0.6947,0.534
帐篷,上汽,斯柯达,0.6912,0.6108,0.5149
驱车,自己,组织,0.664,0.5242,0.4601
趣味,连胜,运动,0.86,0.8373,0.8219
倩影,天山,兵团,0.7332,0.7233,0.5189
公园,路,真的,0.8981,0.2461,0.2043
鬼王,晚安,休息,0.7803,0.7496,0.7449
花开,不知,客,0.7189,0.6518,0.3927
八十岁,老人,争取,0.8554,0.5699,0.5663
容易,犬,上海,0.712,0.5754,0.5301
宝宝,凋谢,赶紧,0.7377,0.6209,0.4891
归去来兮,落日余晖,。,0.9291,0.6785,0.3121
森林公园,森林,一日游,0.9468,0.477,0.3567
车,等,用光,0.7813,0.7497,0.3755
森林公园,森林,一日游,0.9267,0.4921,0.377
森林公园,公园,秋叶,0.9563,0.8978,0.307
森林公园,园,草莓,0.9458,0.5406,0.2491
烧烤,朋友,在,0.9171,0.1791,0.0957
快乐,假期,一堆,0.7942,0.7029,0.6524
技术人员,很棒,支付,0.6891,0.6501,0.5633
团建,搞起,起来,0.8982,0.7223,0.527
蓝天白云,蓝天,爱,0.8882,0.8871,0.8016
六岁,花朵,小友,0.8719,0.7647,0.7617
努力,没有,寻找,0.7839,0.7771,0.7462
男厕,装饰画,了,0.7695,0.608,0.5419
虎牙,人生在世,须尽欢,0.8879,0.8802,0.7956
马儿跑,马儿,起来,0.9367,0.8985,0.7393
失望,馋嘴,微笑,0.844,0.8209,0.8198
烧烤,开心,自助,0.9376,0.1388,0.134
春光,扑鼻,梅花,0.8511,0.8147,0.8083
白马王子,你们,来,0.9141,0.6515,0.4513
摄影,干活,今日,0.7299,0.7004,0.6642
聪明人,看着,字,0.8379,0.6725,0.4336
门票,好看,进去,0.7013,0.3953,0.3212
桃花源,桃花,感觉,0.9281,0.8719,0.8654
降价出售,陶瓷,上百,0.7886,0.7231,0.5905
海陵,你,谢谢,0.8235,0.7453,0.7408
吃吃喝喝,喝喝,真人,0.8621,0.7346,0.5063
空气清新,鸟语花香,空气,0.9441,0.9248,0.7915
回头,单纯,山高水长,0.7842,0.7773,0.7448
娃娃,赏花,花花,0.8353,0.8117,0.811
开眼界,一饱眼福,植物,0.7995,0.7542,0.4317
奇女子,什么样,穿越,0.8565,0.8051,0.499
遇见,奉贤,雨后,0.7605,0.7133,0.6511
体育老师,老师,跟着,0.952,0.8833,0.2078
自律,小聪明,许可,0.8107,0.8096,0.3972
秋游,我们,的,0.9259,0.6877,0.3557
秀丽,夕阳,荷花,0.8592,0.8156,0.8088
懒,这么,就是,0.8452,0.8002,0.7999
出去,好多,天气,0.7702,0.7005,0.5277
身边,你,这个,0.8658,0.7589,0.6787
门票,梅园,步行,0.7862,0.5688,0.4539
蹦迪,乡村,一日游,0.7962,0.7616,0.7019
大学,学院,董事,0.7997,0.7972,0.2883
忙活,呈现,赛场,0.7849,0.7054,0.7015
毕业,无能为力,候选,0.7915,0.7292,0.6074
老师,绘画,沪,0.7907,0.4145,0.1877
咖啡,一杯,需要,0.8985,0.5158,0.144
可爱,知道,炎,0.8703,0.7419,0.3739
小孩,隔壁,十一点,0.5767,0.5292,0.3852
发抖,好看,一罐,0.8513,0.8198,0.7626
飘飘,十里,梅园,0.8463,0.7017,0.6873
雨神,握手,萧,0.9056,0.8148,0.7295
卡丁车,马达声,过瘾,0.893,0.8204,0.8129
有用吗,还怕,解决问题,0.8217,0.7752,0.6738
不停,花季,荷花,0.8579,0.8174,0.7934
故地重游,再次,没变,0.8798,0.8349,0.5582
梅花山,太美,推荐,0.6909,0.539,0.3627
初中,一直,设计,0.7402,0.5852,0.539
骑马,啦,来,0.8326,0.6869,0.6572
野餐,踏青,探望,0.6,0.51,0.2753
坦荡,开心,脸上,0.8975,0.8351,0.7193
满园春色,真好,关不住,0.9476,0.8311,0.7817
想去,起来,热气,0.7716,0.6324,0.6199
小卖部,老板,上线,0.7997,0.7474,0.6137
明天,皮划艇,期待,0.8112,0.7803,0.7504
春假,踏青,寻,0.8074,0.7828,0.5467
一天,觉得,起床,0.7922,0.767,0.6534
天麻,麻麻,暴走,0.874,0.8458,0.7245
群芳,如故,无意,0.7798,0.7086,0.6805
千,徒步,慈爱,0.6523,0.6457,0.6348
一枝春,江南,无所,0.8859,0.7534,0.7317
玩吧,事情,等,0.704,0.4882,0.3644
十公里,家属,参加,0.5794,0.5765,0.3737
难看,发型,回去,0.8567,0.7787,0.2988
国家森林公园,森林公园,春色,0.9268,0.9128,0.3649
森林公园,森林,艳阳高照,0.8112,0.5833,0.441
周末,愉快,的,0.7972,0.719,0.3563
上天,下海,队,0.7176,0.679,0.6335
亲子活动,乐此不疲,队,0.7291,0.6278,0.5834
露营,踏青,麻麻,0.8307,0.4836,0.4574
矮脚,可爱,马,0.924,0.9044,0.6187
身心俱疲,近几日,身心,0.8531,0.7564,0.5964
比比皆是,小鬼,天差地别,0.8446,0.7791,0.5249
喜忧参半,参半,善恶,0.8786,0.8448,0.7669
睡到,激动,奢侈,0.7841,0.754,0.7409
跟着,荷花,中年妇女,0.7665,0.6774,0.6633
新鲜,偷拍,新鲜出炉,0.769,0.7367,0.7186
缘分,巧合,这个,0.8781,0.8165,0.6569
美的,地方,想去,0.7835,0.6676,0.5954
浪漫,这里,费时间,0.7918,0.6732,0.6171
黄人,快来,魏,0.7403,0.7329,0.637
宝贝,晚安,有时候,0.8835,0.8079,0.7084
衬托,就是,为了,0.8701,0.7699,0.676
日落,自己,陪,0.8167,0.7947,0.5887
想见,你,冰块,0.8298,0.7636,0.6737
无双,公子,世,0.905,0.7179,0.5038
堤顶,走到,门口,0.6962,0.4878,0.4659
公园,观海,美的,0.8954,0.4617,0.269
公园,观海,开心,0.9162,0.4244,0.1974
解数,私欲,出塞,0.8381,0.8281,0.3674
阳光明媚,明媚,早安,0.9166,0.9019,0.8688
日出,拍,感觉,0.7641,0.5736,0.5687
戊戌年,二十四日,二十四,0.8015,0.7769,0.765
公园,观海,打卡,0.9178,0.4442,0.1218
升华,官方,终端,0.7822,0.6853,0.6542
烧烤,班级,吧,0.5326,0.2571,0.2392
情结,天然,孩子,0.8152,0.7947,0.772
很美,舒服,这里,0.7796,0.7676,0.6458
晒太阳,嘛,来,0.7972,0.6724,0.6508
很美,星空,海风,0.7538,0.7428,0.7278
何必当初,早知今日,何必,0.9583,0.9392,0.8799
海边,打卡,东海,0.7679,0.667,0.6352
日出,没看,看到,0.8922,0.7476,0.6932
小白鹭,白骨,脚,0.8388,0.6729,0.6307
日出,闹钟,第一次,0.7377,0.6898,0.6741
海风,上好,晚上,0.8093,0.7746,0.6813
今天,照片,满意,0.7927,0.7886,0.6052
第一次,东海,第一,0.7507,0.7482,0.6017
一圈,心里,想去,0.8317,0.7125,0.6629
公园,湖,哈哈哈,0.878,0.4715,0.2712
心灵深处,掠过,其中,0.7684,0.4943,0.3599
大海,浪,声,0.8369,0.7319,0.5502
一片,沙滩,还,0.7198,0.6123,0.538
骑行,大腿,不行,0.8506,0.6951,0.6905
美好,一年,心底,0.8371,0.7818,0.7675
东海岸,感受,岸边,0.7825,0.742,0.6496
出游,走动,伙伴,0.8219,0.6417,0.5019
第一次,见到,海,0.7128,0.6278,0.527
九月,好,一点,0.8126,0.8066,0.7358
不知不觉,不觉,半年,0.8916,0.7671,0.7566
浦东,遇见,心旷神怡,0.7962,0.7368,0.5741
新年快乐,快乐,呀,0.9766,0.9157,0.6995
红海,偶遇,海滩,0.6861,0.5959,0.5219
逢山开路,干起,题解,0.7858,0.6892,0.3422
更远,海角天涯,终点,0.7951,0.7874,0.7666
东海,黄海,还是,0.8171,0.7339,0.5355
海上,风,上来,0.7802,0.7582,0.6644
深夜,绝望,稀,0.8126,0.8036,0.7009
向着,呼唤,大海,0.8198,0.8171,0.7853
不适,加油,成长,0.8149,0.6422,0.5548
相机,告诉,一站,0.7671,0.6537,0.5197
公园,观海,嘴,0.9096,0.4234,0.1805
吴淞,飞吻,海之滨,0.8959,0.812,0.7211
海景房,海景,这,0.8613,0.5805,0.3091
终于,小时,到,0.8522,0.8168,0.7268
上海,南边,我,0.8564,0.7032,0.5424
孤独,一天,日落,0.8341,0.8288,0.744
宜人,大桥,东海,0.7132,0.6592,0.6564
裙子,毛衣,中午,0.9285,0.9127,0.4994
东海,据说,是,0.8495,0.7604,0.5741
终于,上海,看上,0.7571,0.7161,0.5237
小迷糊,抓到,挤眼,0.8767,0.5949,0.5719
出游,着,大王,0.8409,0.6211,0.6155
味道,烤,不错,0.6665,0.6571,0.6357
春游,去,微风,0.9258,0.8134,0.6077
万紫千红,泗水,等闲,0.8496,0.7637,0.5223
海水,蓝,很,0.8239,0.7877,0.7242
看见,海,算是,0.7582,0.7137,0.6516
微风,阳光,风不,0.8452,0.8361,0.8282
美丽,采,沙,0.7995,0.6774,0.6583
清明,路上行人,扫墓,0.7124,0.7008,0.5342
拍照,留恋,去,0.664,0.6319,0.4796
那一刻,等待,冲破,0.74,0.7072,0.6583
尽力,困,了,0.815,0.7133,0.5505
湖光,日落,一瞬,0.815,0.7076,0.6658
店,品牌,天公不作美,0.8599,0.4516,0.2549
观沧海,东临,，,0.7882,0.763,0.5336
不下雨,恰巧,不下,0.8899,0.7565,0.7479
现在,多,这么,0.6776,0.4995,0.4914
思恋,浑浊,远方,0.8347,0.7719,0.7492
中秋节,快乐,中秋,0.9197,0.872,0.8531
自驾游,自驾,第一次,0.9488,0.8911,0.7343
