Keyword1,Keyword2,Keyword3,Weight1,Weight2,Weight3
水果,难吃,下午茶,0.7334,0.5925,0.5035
君临天下,人见人爱,颐养天年,0.75,0.749,0.7283
真的,博,美,0.6889,0.4153,0.3973
时过境迁,冷漠,停留,0.714,0.6811,0.5552
警察,叔叔,告诉,0.6653,0.5886,0.5507
下课,混世魔王,湖南卫视,0.8493,0.5628,0.5139
肌肉男,哈哈哈哈,猫,0.7052,0.6819,0.5536
公司,培训,苏州,0.7363,0.5514,0.442
哥们,内向,醋坛子,0.745,0.6618,0.5763
丛林中,原声带,青少年,0.6737,0.6398,0.5993
酒店,耳塞,第一家,0.8244,0.3227,0.3112
偷闲,细细品味,让玩家,0.7397,0.6716,0.5198
自然风景,自然风,忘记,0.8825,0.6073,0.4381
截然不同,事物,角度,0.8209,0.5399,0.4923
令人难忘,聚首,首都,0.8932,0.6953,0.3925
旅行,之间,观赏,0.6634,0.5338,0.5332
爱情,快点,关键,0.6412,0.5827,0.5149
轰轰烈烈,镖客,做人,0.7828,0.5823,0.5686
展示,公安分局,销售,0.6444,0.6259,0.3127
告诉,勇敢,那么,0.6775,0.5784,0.497
尽收眼底,一文不值,自信,0.8209,0.7103,0.586
好了吗,主题曲,合约,0.726,0.6987,0.5353
高高的,孤独,各不相同,0.7341,0.721,0.7001
幸福,害怕,感知,0.6927,0.6835,0.6125
只在乎,从今以后,我,0.8753,0.8316,0.5569
疼痛,越来越,首先,0.79,0.605,0.3501
蔷薇,枯萎,的,0.8553,0.7269,0.306
周末,开心,的,0.7706,0.7296,0.2624
起床,为数不多,早,0.7962,0.7349,0.4101
想不到,園,美,0.5552,0.317,0.2976
坚持下去,行业,想学,0.6456,0.6263,0.5536
指缝间,不要紧,犯了错,0.8051,0.7988,0.763
煎,排队,傻眼,0.633,0.3586,0.3533
自卑,活着,放心,0.6818,0.6635,0.5098
现实,有钱,想要,0.648,0.6402,0.5688
前所未有,演唱,跨海,0.6837,0.6611,0.6369
美好,意外,欣赏,0.6555,0.54,0.508
摄影课,烧钱,六堂,0.9062,0.5402,0.5201
心疼,好人,催眠,0.8707,0.4912,0.4584
缘分,任性,机会,0.7067,0.6829,0.6215
啥时候,回来,大白,0.8114,0.6693,0.5246
工作,降下来,影响,0.8191,0.4035,0.3535
床上,欢声笑语,新西兰,0.7167,0.5468,0.5365
深海蓝,花团锦簇,方便,0.8315,0.7536,0.4908
俗人,穷人,真是,0.6983,0.6365,0.5541
有条不紊,女强人,职场,0.7294,0.6863,0.6568
酒吧,昆山,想来,0.7836,0.3784,0.3598
会议,人工智能,人满为患,0.7602,0.7051,0.4905
喋喋不休,上班,等等,0.725,0.6791,0.4888
刘海,流行,趋势,0.791,0.5069,0.4668
新技能,朋友,一些,0.7566,0.734,0.5918
甜言蜜语,朋友,没事,0.8096,0.6648,0.5894
永远都是,放不下,敬业,0.7725,0.755,0.6976
两颗心,看不见,妙手仁心,0.8105,0.7714,0.7333
忘掉,慢慢,语录,0.7572,0.7347,0.4892
跑步,孤独,个人,0.8402,0.4669,0.3046
没意思,命中,生命,0.8494,0.6458,0.5761
无聊,朋友,网络,0.6969,0.6794,0.6009
有利可图,强拆,官衔,0.5812,0.5551,0.4323
千里,挤眼,；,0.7052,0.5125,0.3279
放在眼里,信不信,俏皮话,0.8215,0.6945,0.6673
知己,领域,设置,0.698,0.487,0.4492
足球,一家子,贵宾,0.5553,0.5098,0.5003
军训,当务之急,养生,0.7635,0.5766,0.5656
苏州园林,苏州,之首,0.9602,0.5692,0.2834
身边,伙伴,首富,0.7069,0.6744,0.4942
梦幻仙境,沉浸,旋律,0.7496,0.6781,0.6038
花花肠子,自由自在,地平线,0.7774,0.6755,0.6239
身边,遭绑架,告知,0.6506,0.6426,0.5652
加油,大家庭,报到,0.9091,0.4584,0.4137
青菜,腌渍,时光,0.8942,0.5661,0.1965
深切,重要,河东狮吼,0.6703,0.5507,0.5216
泡澡,我家,专业,0.6758,0.5443,0.4176
无时无刻,淑女,穿出,0.7463,0.6828,0.4975
努力,不要,笨蛋,0.6171,0.5884,0.5867
香格里拉,委屈,央视,0.6186,0.5282,0.5217
第三站,苏州,第三,0.8753,0.6035,0.2565
休息,静下来,愚笨,0.7714,0.7405,0.4829
客厅,永远,视觉,0.8098,0.5175,0.4787
刺激,大脑,鸭梨,0.658,0.5578,0.4128
严谨,罪恶都市,德国政府,0.5841,0.5811,0.57
小睡,我,饿,0.6848,0.525,0.5225
机场,云淡风轻,敢坐,0.8185,0.5188,0.4588
心疼,没人,人心,0.8664,0.4639,0.4234
奔驰,国产,年底,0.8006,0.4792,0.418
图书馆,图书,吹进来,0.8737,0.5321,0.4794
说好听,酣畅淋漓,尚方宝剑,0.7514,0.7251,0.6807
心扉,礼物,他人,0.7742,0.6957,0.6311
中餐厅,菜,东方,0.9001,0.8092,0.168
平均年龄,档期,战警,0.6182,0.608,0.5732
教会,新专辑,考试,0.7104,0.527,0.5264
实现,产品,能源,0.5218,0.5042,0.4554
酒店,实现,很棒,0.804,0.4139,0.3806
多疑,无论谁,一天,0.7079,0.6284,0.5834
老天,是不是,掀开,0.6901,0.6086,0.49
慢慢,思念,似水,0.7744,0.7708,0.733
不打紧,自私,技巧,0.7538,0.7228,0.5127
拙政园,电动车,开眼,0.6914,0.66,0.436
想不开,哈哈哈哈,接下来,0.7847,0.6644,0.6297
退却,悲观,人生,0.7523,0.6417,0.5737
洗澡时,水温,血压过低,0.7679,0.6101,0.5691
医生,怎样才能,那么,0.8399,0.4422,0.3883
一分钟,太短,留给,0.7726,0.7081,0.6816
狮子座,处女,第四名,0.8233,0.7225,0.5279
姑苏,味道,城内,0.6468,0.5089,0.4773
勇敢者,追随,领袖,0.682,0.6793,0.678
知足常乐,优雅,洗心革面,0.7926,0.7233,0.6017
巴西,友人,邓文原,0.671,0.6587,0.5157
膨胀,可能,太,0.6153,0.5659,0.3933
自私,眷恋,许多种,0.7484,0.6571,0.4499
有钱人,理想,微笑,0.7363,0.6531,0.6474
邻居,亲眼看到,短裤,0.7241,0.6285,0.5797
有仇必报,杰出代表,性格,0.7835,0.6456,0.6
搭帐篷,过山车,相亲相爱,0.8423,0.6901,0.5823
朝夕相处,朋友,联系,0.862,0.6679,0.476
一天,们,和,0.8502,0.5211,0.5093
嫣然,玉面,我,0.7253,0.5876,0.5117
公交车,别去了,交谈,0.8013,0.7093,0.5853
悠悠的,苏杭,桂花香,0.7743,0.7141,0.6955
永远,彷徨,向前,0.756,0.6902,0.6699
烟消云散,恋爱,时刻,0.8444,0.6745,0.5101
过节,地方,老,0.7945,0.5518,0.5263
卫生习惯,清洁,呵护,0.9081,0.478,0.381
我,呸,，,0.6031,0.586,0.3673
感动,一丝丝,欢乐,0.7526,0.7161,0.6835
爱情,不慌,激烈,0.6579,0.6559,0.6402
雨后,晚来,空山,0.7086,0.7009,0.6629
酒店,第一次,小憩,0.862,0.4424,0.276
几十秒,电视,机会,0.7561,0.6321,0.5685
一无所有,失去,如果,0.8897,0.7508,0.5571
阳光,调味,美食,0.5854,0.4943,0.4024
相信,身边,下去,0.7579,0.7374,0.5829
苏杭,遇见,感知,0.7328,0.6884,0.5178
工作人员,台前幕后,小时,0.7406,0.7139,0.4756
不怕死,不够,精彩,0.7906,0.5919,0.4773
不尽相同,走过,享受,0.6661,0.5983,0.507
陪你走,表白,分秒,0.764,0.7628,0.6208
骨子里,见面,淑女,0.7585,0.749,0.6887
敞篷,阳台,移动,0.6857,0.6533,0.5687
高贵,现实,雕塑,0.6988,0.5709,0.5146
挥之不去,祝福,榜样,0.8464,0.6419,0.5134
主持,央视,泥石流,0.8002,0.6943,0.5294
冷漠,偶尔,赖床,0.708,0.6686,0.6584
田园,呵呵,地上,0.7543,0.5356,0.4955
风景,再见,意想不到,0.7697,0.5785,0.5291
假日酒店,中餐厅,苏州,0.7998,0.7417,0.4744
缺一不可,逻辑思维,创造力,0.7685,0.7401,0.7178
同事,智力因素,接人待物,0.8308,0.542,0.5122
狗叫声,乞丐,”，“,0.7027,0.6458,0.5284
细水长流,细枝末节,耐看,0.8881,0.7185,0.6018
好友,别人,生气,0.7062,0.669,0.6315
古村落,游客,住,0.7318,0.6733,0.457
放弃,冰川,闪耀,0.6996,0.6028,0.5987
看走眼,用心,不要,0.8023,0.7744,0.6871
餐厅,洞穴,陡峭,0.6979,0.3824,0.3239
成绩,忙碌,省,0.5943,0.5303,0.3184
招待所,鼻子,单位,0.6914,0.475,0.3935
心理医生,病人,讲话,0.8177,0.7465,0.3538
新年快乐,幸福,大吉,0.8955,0.7039,0.6593
这辈子,杯酒,继续,0.8142,0.7414,0.6026
无理取闹,不懂事,冰棍,0.7776,0.7402,0.5461
北京电影学院,学院,淡雅,0.8066,0.74,0.5512
舍不得,对方,一班,0.8041,0.6748,0.62
客船,姑苏,夜半钟声,0.8564,0.6014,0.5394
一起,做法,适量,0.6128,0.6127,0.5859
一病不起,工作,尽在不言中,0.7245,0.6551,0.5587
从来不,喧哗,考验,0.8154,0.6019,0.5702
霸道,一天,如果,0.6308,0.6,0.5122
擦肩而过,我会,如果,0.8509,0.7087,0.4911
不经意,遇见,自己,0.8109,0.7344,0.6046
三款,专门,你,0.6307,0.5045,0.4988
慢慢,初恋,挑剔,0.7718,0.7417,0.7287
洒脱,活着,还是,0.747,0.7467,0.542
空无一人,仰望,小时,0.7597,0.6945,0.5697
潘玮柏,现场,谢谢,0.7063,0.6626,0.5645
回忆,偶尔,自己,0.6874,0.6714,0.5986
奔波,耳塞,窗外,0.6403,0.6401,0.6374
想起,他人,莫文蔚,0.6836,0.6481,0.638
繁华,虚伪,时光,0.7081,0.6773,0.625
放弃,感情,其实,0.7358,0.5939,0.5113
无怨无悔,开心,健康,0.7814,0.5846,0.5773
良辰美景,赏心乐事,晚安,0.9423,0.8294,0.5408
公司,乡村音乐,瑞士,0.6907,0.5977,0.4173
高朋满座,忘乎所以,鼻涕虫,0.847,0.8075,0.5809
女孩子,口红,喝水,0.6636,0.6401,0.6358
琴书,临桂,间,0.6492,0.3967,0.2648
放不下,狭隘,牢笼,0.8006,0.748,0.6121
老师,忐忑,身材,0.8143,0.5284,0.4755
工作,说说话,、,0.8099,0.5479,0.1853
方向盘,永远,多功能,0.8102,0.5717,0.5596
自己,改变,你,0.5981,0.5709,0.5511
咖啡,香烟,不在乎,0.8738,0.4263,0.3618
暗恋,许都,玻璃,0.7092,0.5566,0.4823
滚边,皮草,装饰,0.6317,0.477,0.3738
一点一点,女人,杂志,0.7496,0.6324,0.5187
第二份,事业,人生,0.7046,0.6439,0.5764
闭上眼,情书,遥远,0.8153,0.7613,0.7272
留住,呵呵,》、“,0.6778,0.5955,0.5601
心如刀割,脆弱,告诉,0.7837,0.7315,0.6559
忘记,成熟,左右,0.7276,0.6529,0.5949
结结巴巴,男生,智能,0.7745,0.659,0.4441
说不出,脆弱,无所谓,0.8314,0.7562,0.7343
好好,自己,消耗,0.727,0.5938,0.5232
无数道,任性,放大,0.7245,0.6385,0.4134
晚安,安心,大道,0.7404,0.6549,0.5394
参观,老长,队,0.8388,0.2531,0.176
健脾开胃,脱发,香椿,0.7779,0.5704,0.4815
遗忘,距离,保质期,0.7379,0.5724,0.4021
奉献,人生感,光学,0.705,0.6629,0.4942
水果,果儿,电视节目,0.8115,0.4931,0.3862
音乐,爱情,不变,0.6097,0.5726,0.547
水瓶座,唯一,恋爱,0.6931,0.6885,0.6549
不在乎,睡睡,狐狸,0.7708,0.6786,0.5759
陌生,一生,伤口,0.7157,0.6812,0.4994
命中注定,我爱你,第一次,0.8756,0.8589,0.715
不在乎,争吵,努力,0.7799,0.7103,0.5984
欲速则不达,追逐名利,赛跑,0.8059,0.8027,0.6326
恳求,乌鸦,民歌,0.6571,0.6098,0.5083
闲庭信步,园林,灰瓦,0.8144,0.7637,0.3816
自驾游,自驾,第一天,0.9606,0.8055,0.4826
流水,来生,天堂,0.7234,0.6771,0.6762
浪漫,一刹那,结束,0.7691,0.7524,0.5658
为什么,这样,哎,0.7397,0.6544,0.5774
对方,烧灼,智者,0.6797,0.6588,0.5173
火车站,掉头,目光,0.9022,0.6535,0.3314
喜欢,别致,你,0.6627,0.6599,0.5736
弃若敝屣,你,》。,0.6993,0.5692,0.4337
博物馆,高级,附近,0.9061,0.3859,0.3753
结局,可怕,没有,0.6969,0.6174,0.5488
采访,，”。,熊猫,0.6801,0.5017,0.4793
永远,自卑,别人,0.7,0.6838,0.6668
上课,老师,女朋友,0.8459,0.7967,0.6351
默默地,软弱,开朗,0.8539,0.7241,0.6118
存钱,爱人,内向,0.6817,0.657,0.6515
小桥流水,小镇,江南,0.9344,0.6708,0.5855
很静,歌会,拉索,0.7,0.5885,0.5566
背叛,小三,文章,0.7318,0.6864,0.4229
太软,善良,自己,0.7438,0.594,0.5802
白菜,粉条,早上,0.9161,0.4716,0.2201
大起大落,深情,拍拍,0.7545,0.7332,0.4903
一年,自己,拉开,0.6366,0.6118,0.5394
工作,帅气,作品,0.7627,0.4612,0.4432
醉生梦死,生活,整点,0.8721,0.4503,0.3904
十全十美,女人,抱怨,0.7958,0.6869,0.6146
朋友,闭嘴,知道,0.7036,0.6819,0.6161
年糕,脑子里,注油,0.6028,0.5061,0.4316
满院,微风,，,0.694,0.6729,0.2673
耳朵,我,不是,0.776,0.5894,0.5235
表达出来,心口如一,想要,0.8378,0.8089,0.5119
剪头发,外婆,反驳,0.6699,0.5945,0.5861
作业,黑板,偷笑,0.8598,0.8496,0.4484
奶茶,喝,计划,0.9069,0.3323,0.2165
疯人院,疯人,还,0.8681,0.6979,0.3925
好意思,面包,面前,0.7897,0.6277,0.5975
停下来,玻璃,摊位,0.543,0.4813,0.4039
结婚,成都,深圳,0.6483,0.5417,0.505
放弃,骨气,住,0.7402,0.6904,0.1986
大官,女人,发达,0.6044,0.5553,0.4087
冷暖自知,生活,个人,0.8702,0.5572,0.3997
美好,水平,还是,0.5852,0.5111,0.4356
后视镜,大胆,门上,0.7175,0.5634,0.5456
不想,说话,责任,0.7193,0.6786,0.4068
回忆,一段,一座,0.7439,0.6192,0.514
导游,走动,讲解,0.7488,0.5747,0.5317
爱尔兰,小姐姐,全程,0.5787,0.5706,0.5495
学着点,玻璃,金元宝,0.7306,0.5175,0.5146
运动,老公,律师,0.7524,0.3925,0.3267
一刹那,：“,开始,0.7826,0.553,0.478
坚持,明知,眼睛,0.684,0.6795,0.5502
疼,喜欢,发光,0.6243,0.4895,0.4678
很久以前,毫无疑问,执著,0.7057,0.7021,0.6653
跟着,这时,齐呼,0.6707,0.6432,0.6426
道别,努力,风光,0.6451,0.6367,0.5306
说话,婆婆,桌子,0.6739,0.6601,0.6486
回头,无所谓,激情,0.7568,0.7192,0.6207
放手,回头,记得,0.8353,0.8292,0.6395
大红包,新娘,青丝,0.8283,0.6022,0.5133
蝴蝶结,白衬衫,情调,0.7524,0.7296,0.6798
不在乎,拥抱,否定,0.7839,0.7811,0.6104
早班,继续,要死,0.8525,0.613,0.5858
绿茶,为什么,别人,0.7068,0.456,0.4223
点评,我,：,0.6052,0.5745,0.4775
艺术,尽显,贝雷帽,0.7993,0.5279,0.204
古人云,迷信,无论是,0.6343,0.5749,0.5463
定会,女人,西瓜,0.6404,0.6307,0.2915
教师节,台上,只有,0.8966,0.4939,0.4054
妈呀,真的,惊讶,0.6832,0.6773,0.6653
休息,享受,油然而生,0.8176,0.5846,0.5179
旅舍,露台,同学们,0.819,0.5561,0.3892
老家,那个,还是,0.7166,0.6345,0.554
过去,分开,新年,0.6445,0.641,0.5784
淡淡的,妩媚,脱颖而出,0.78,0.6691,0.62
过不去,好玩,心情,0.8027,0.5194,0.4739
大事,办,了,0.6942,0.4581,0.4213
夜晚,美好,太阳,0.7526,0.6777,0.6598
一模一样,陈小春,姿势,0.7422,0.6694,0.5255
吃吃喝喝,开心,喝喝,0.9137,0.6592,0.6303
火车,不知不觉,推着,0.7991,0.6161,0.5818
抵不住,特写镜头,荔枝,0.7279,0.6303,0.3801
我爱你,你,、,0.9548,0.6243,0.3202
墨尔本,记忆,0.9307,0.5444,,
度假区,商店,文化,0.6449,0.5444,0.5248
白羊座,温柔,好玩,0.7018,0.6759,0.5469
车上,心扉,主人公,0.7149,0.6657,0.5351
菜贩,菜,枕头,0.8961,0.7468,0.2813
咖啡店,老板,得寸进尺,0.8139,0.4579,0.3006
上班,心连心,春节,0.8271,0.4848,0.4718
风景,如果,久等,0.8048,0.3699,0.3003
老师,人来人往,子宫,0.8137,0.5305,0.3337
与众不同,眼光,在乎,0.7525,0.6482,0.6186
苏州园林,室外,灵动,0.83,0.5813,0.3636
顺其自然,过不去,烦心事,0.8474,0.8057,0.716
博物馆,苏州,排队,0.8931,0.5052,0.4156
婚姻,对方,成就,0.663,0.6359,0.5397
珍惜,千年,时间,0.6808,0.6396,0.4918
艺术家,圣地亚哥,唤起,0.8557,0.5566,0.2888
晚安,安好,好心,0.8648,0.7792,0.625
陌路,早已,如今,0.7563,0.6479,0.6029
好好,导演组,晚点,0.6656,0.6293,0.5085
早安,主动,停留,0.7504,0.7097,0.5018
放松,睡觉,悦耳,0.7903,0.6645,0.6433
难过,沉浸,喜欢,0.7683,0.7225,0.651
遇见,手机,交友,0.6924,0.6766,0.622
不知不觉,朋友,填词,0.8475,0.6889,0.6137
孤独,其实,人才,0.7446,0.5909,0.4463
借题发挥,老师,游园,0.78,0.7149,0.5155
活下去,好好,大叔,0.7585,0.7334,0.6671
唱歌,跳舞,瞬间,0.7084,0.6615,0.543
美妙,贪图,的话,0.689,0.6608,0.5055
远视眼,幸福,模糊,0.6869,0.6654,0.6543
彼岸,风光,千辛万苦,0.6664,0.6633,0.6228
燃烧,花开花落,顺风,0.7446,0.73,0.5387
江浙沪,伺候,团队,0.6888,0.5815,0.5311
发车,西安,失去,0.7889,0.5499,0.5396
敢不敢,果断,关键在于,0.782,0.7318,0.6444
浪漫,携手,殿堂,0.7466,0.7033,0.4307
纪念日,别人,有事,0.702,0.6844,0.5131
老宅,老物,东山,0.7053,0.5978,0.4452
舍不得,哲学,人生,0.7634,0.5729,0.5605
病痛,员工,唠叨,0.6979,0.5487,0.5346
房号,第一次,会场,0.7121,0.5781,0.5035
知道,心理,测试,0.5772,0.5062,0.4915
注定,知道,面对,0.6898,0.6087,0.5906
拥抱,几千几万,刺痛,0.7679,0.6503,0.5205
从来不,相知,停留,0.8081,0.76,0.5054
深藏,其实,只是,0.6245,0.5834,0.5774
动手,自己,一本,0.5627,0.4951,0.4318
出游,清新,陌生,0.7108,0.6032,0.5967
莫文蔚,盛夏,果实,0.7846,0.7005,0.6181
人走茶凉,爱情,离心,0.8779,0.6172,0.5924
掌柜,春意盎然,葡萄,0.7531,0.4133,0.3168
沙发,落地窗,蔚为壮观,0.8056,0.6811,0.4178
医学,每天,商城,0.7704,0.412,0.2627
不介意,任何人,试图,0.8033,0.7131,0.5186
博物馆,博物,小众,0.918,0.8598,0.345
运动,坚持,管不住,0.6547,0.4814,0.4745
起床,力气,饿,0.8155,0.4661,0.4167
艺术,建筑,现代,0.8758,0.6983,0.2269
亲密,不想,说话,0.7276,0.7151,0.6734
蔬菜,新鲜,侧卧位,0.8789,0.2593,0.2481
微笑,遇到,不顺,0.6776,0.6285,0.5686
沉下去,茶,闲暇,0.5987,0.5319,0.4403
学习,休息,自助,0.5802,0.4704,0.4051
两极分化,开发,游戏,0.6118,0.5693,0.5037
遇不到,有时候,爱情,0.8473,0.6871,0.6049
相信,苗条,产后,0.6775,0.6472,0.4327
同事,尤为重要,连衣裙,0.8502,0.5949,0.3936
挽回,我,人生,0.7633,0.5677,0.5661
忘记,无声无息,痛苦,0.7907,0.7843,0.7046
简单,惊喜,摸索,0.6962,0.6165,0.506
老婆大人,下次,圣诞,0.7363,0.6263,0.6137
亲手做,酱肉,车,0.637,0.555,0.2892
见面,上海,日本,0.6607,0.6552,0.4357
演唱会,上海,另外,0.7503,0.5151,0.469
改变命运,与众不同,奋斗,0.8368,0.7308,0.6711
苏州园林,美景,恭敬不如从命,0.8624,0.6193,0.4178
会议,开始,两天,0.8354,0.457,0.4089
风景,风情,失去,0.8068,0.7208,0.4531
放弃,简单,自己,0.7149,0.6346,0.5695
阴云密布,随缘,空中,0.7723,0.753,0.5525
不想,甜蜜,快点,0.7284,0.6808,0.6389
书店,体育馆,奋斗,0.7519,0.3725,0.209
毕业,鼓起勇气,信息,0.7767,0.6855,0.3019
平平常常,温暖,母亲节,0.7837,0.7594,0.7474
眷村,初雪,喝,0.6554,0.599,0.4483
美术馆,美术,拔草,0.9612,0.7694,0.2434
苏州园林,亭台楼榭,小桥流水,0.8947,0.7771,0.6301
顺其自然,终会,巴结,0.8372,0.7234,0.6823
成功人士,多少钱,一年,0.7737,0.71,0.6104
老婆,趋势,两年,0.6664,0.6338,0.5782
安逸,今日,份,0.8561,0.6283,0.2187
吃喝玩乐,高楼,济南,0.7156,0.6228,0.4567
裙子,时髦,层次感,0.7364,0.6562,0.5749
要么,心要,联系,0.6405,0.6348,0.4927
今晚,亲临现场,苏州,0.6485,0.6414,0.502
背叛,认真,砍断,0.7713,0.7176,0.629
洗浴,欢迎光临,高声,0.727,0.4814,0.4287
第一眼,心理,下图,0.7407,0.5181,0.5046
博物馆,苏州,设计,0.8906,0.505,0.4349
照片,今日,份,0.8383,0.6621,0.2956
喂,早起,个,0.6668,0.6453,0.3793
烦恼,痛苦,自己,0.681,0.6796,0.5791
园林,经典,中国,0.8485,0.3731,0.3568
吃晚饭,三碗,我,0.9137,0.6312,0.4859
肯定,粉,掉,0.6558,0.4476,0.4114
黄金甲,其实,吃到,0.638,0.5483,0.3538
亲亲的,播出,上周三,0.7514,0.5944,0.4978
对唱,马克思,国宝级,0.7068,0.5754,0.397
他们,需要,还是,0.5682,0.4792,0.4739
我爱你,坚不可摧,来不及,0.8446,0.8343,0.8089
展示,我爱你,牛奶,0.884,0.4344,0.2569
潸然泪下,最合适,回忆,0.7882,0.745,0.6594
满堂,祝,天,0.7553,0.5556,0.4634
异乡人,第一集,亚洲,0.7063,0.6548,0.5267
酸菜鱼,调味,加水,0.9042,0.4333,0.3726
抱抱,洒脱,低调,0.7586,0.6849,0.6235
角落里,偷偷,欺负,0.8184,0.7539,0.7245
不信,女人,北极熊,0.6936,0.6891,0.6126
打麻将,走向世界,娱乐,0.671,0.6624,0.6141
小龙虾,刷,小龙,0.6899,0.5303,0.4878
一蹴而就,一个亿,目标,0.8441,0.7391,0.6993
大家族,大家,玩,0.5615,0.5132,0.448
不在乎,变青,袜子,0.7703,0.5858,0.425
打游戏,好几公里,大三,0.7889,0.6562,0.6273
谈恋爱,二十四岁,妈妈,0.8294,0.7282,0.7062
挽留,只因,如果,0.7195,0.6641,0.4927
痊愈,永远,不能,0.6769,0.644,0.3852
照镜子,旅行,进去,0.6601,0.5837,0.3574
休闲,逆水行舟,开山,0.8529,0.7005,0.4386
虚伪,一巴掌,那些,0.7263,0.6771,0.6109
漫不经心,果子,品尝,0.6612,0.5566,0.349
尖头鞋,橘色,丝巾,0.6375,0.6341,0.6327
选择题,学生,骰子,0.767,0.6555,0.5078
消逝,伤害,感情,0.7297,0.7005,0.6804
从一而终,暧昧,安全感,0.869,0.7763,0.7684
相信,一起,眼神,0.7466,0.6733,0.6295
老师,心想事成,个人,0.8141,0.6065,0.3355
客人,满意,奖状,0.7925,0.4985,0.4219
浮云,星星,签到,0.7347,0.7271,0.7231
一见钟情,一直,世界,0.8958,0.7196,0.4163
肠子,笨鸟,她们,0.6547,0.6256,0.5665
孩子,不愁,喵,0.7028,0.7007,0.4608
从不,珍惜,原来,0.7483,0.7131,0.7118
万紫千红,总是,春,0.8957,0.6026,0.4655
酒店,苏州,太湖,0.8402,0.5475,0.469
范玮琪,苏州,年,0.5753,0.4887,0.3976
几句话,自然界,环境,0.6972,0.6896,0.537
带你去,愿意,烟花,0.7969,0.6468,0.6057
疼,不如,人,0.6547,0.4316,0.173
哈哈哈哈,哈哈哈,可爱,0.8995,0.8713,0.7673
妈妈,烛光,献给,0.7295,0.7294,0.6917
久别重逢,院子,买进,0.7379,0.5298,0.4873
漂亮,男生,没有,0.6968,0.6873,0.4208
中央台,遥控器,不会,0.7344,0.7086,0.5748
溃疡病,睡懒觉,饮食,0.8327,0.4294,0.3977
旅行,心动,世界,0.6992,0.5358,0.3933
酒廊,上线,肉包子,0.4221,0.3942,0.3566
展露,吃喝玩乐,暹罗,0.6974,0.6432,0.3851
捕鱼,刻意,别人,0.6405,0.6148,0.5974
永远,路口,阶段,0.7001,0.6378,0.4347
拍照,奥体,苏州,0.808,0.5688,0.462
录像带,彼此,金曲奖,0.6799,0.6575,0.6475
亭台,回廊,鲜花,0.6612,0.6394,0.6135
